entidad_a,enticve1,numeral,nombre1,presue1,presue2
13,13,26,CALIDAD DE VIDA EN PERSONAS ADULTAS MAYORES,29864.15,23566.97
13,13,27,CASA CUNA,4612696.09,3922729.32
13,13,28,CASA DE DESCANSO,975885.58,890196.89
13,13,29,CASA DE LA MUJER HIDALGUENSE,1365061.54,1165971.58
13,13,30,CASA DE LA NIÑA,5261179.79,5004168.94
13,13,31,CASA DE LA TERCERA EDAD,5655599.38,5226914.31
13,13,32,CASA DE LAS Y LOS ADOLESCENTES,553411.2,324501.53
13,13,33,CASA DEL NIÑO,5622869.47,5204119.48
13,13,34,CENTROS DE ATENCION INFANTIL (CAI),990201.61,623610.71
13,13,35,CENTRO DE DESARROLLO COMUNITARIO URBANO,111859,43677.31
13,13,36,DESARROLLO DE HABILIDADES EN NIÑAS NIÑOS Y ADOLESCENTES,1887428.42,1699508.56
13,13,37,ESTRATEGIA ESTATAL DE ORIENTACION ALIMENTARIA,578599.36,523678.81
13,13,38,JORNADAS MEDICAS DE SUBESPECIALIDAD,90338,10667.88
14,14,1,SUBSIDIOS PARA LA IMPLEMENTACION DE ACTIVIDADES DIRIGIDAS A LA CONSERVACION Y A LA RESTAURACION DEL AREA DE PROTECCION DE FLORA Y FAUNA LA PRIMAVERA A TRAVES DE LA PARTICIPACION COMUNITARIA,1804550,1674430
14,14,2,PROGRAMA SOCIAL DE BECAS BENITO JUAREZ,NSS,NSS
14,14,3,PLANIFICACION FAMILIAR,NSS,NSS
14,14,4,SALUD MATER,NSS,NSS
14,14,5,SALUD PERINATAL,NSS,NSS
14,14,6,VIOLENCIA DE GENERO,NSS,NSS
14,14,7,IGUALDAD DE GENERO,NSS,NSS
14,14,8,CANCER DE LA MUJER,NSS,NSS
14,14,9,SALUD SEXUAL DE ADOLESCENTES,NSS,NSS
14,14,10,ZOONOSIS,NSS,NSS
14,14,11,INTOXICACION POR ANTROPODOS,NSS,NSS
14,14,12,CHAGAS,NSS,NSS
14,14,13,PALUDISMO,NSS,NSS
14,14,14,ADULTO MAYOR,NSS,NSS
14,14,15,CARDIOMETABOLICAS,NSS,NSS
14,14,16,SALUD BUCAL,NSS,NSS
14,14,17,MICROBACTERIOSIS,NSS,NSS
14,14,18,ENFERMEDADES RESPIRATORIAS,NSS,NSS
14,14,19,VACUNACION,NSS,NSS
14,14,20,CANCER INFANCIA Y ADOLESCENCIA,NSS,NSS
14,14,21,SALUD INFANCIA Y ADOLESCENCIA,NSS,NSS
14,14,22,MONITOREO,NSS,NSS
14,14,23,ENFERMEDADES DIARREICAS,NSS,NSS
14,14,24,EMERGENCIAS,NSS,NSS
14,14,25,URGENCIAS EPIDEMIOLOGICAS,NSS,NSS
14,14,26,VIH,NSS,NSS
14,14,27,REGULARIZACION DE PREDIOS URBANOS,21332937,21132648
14,14,28,PROGRAMA DE ENTREGA DE ESTIMULOS DEL FONDO ESTATAL PARA LA CULTURA Y LAS ARTES,1250000,1250000
14,14,29,FONDO TALLERES,5000000,5000000
14,14,30,PROYECTA INDUSTRIAS CULTURALES Y CREATIVAS,1000000,984935.02
14,14,31,PROYECTA PRODUCCION,3500000,3497451.42
14,14,32,ECOS MUSICA PARA LA PAZ,7026587,7026587
14,14,33,BECAS JALISCO,18230000,17238760
14,14,34,BECAS PARA HIJAS E HIJOS DE MILITARES,1400000,1393000
14,14,35,BECAS PARA HIJAS E HIJOS DE POLICIAS,2000000,1883000
14,14,36,ASOCIACIONES POR LA IGUALDAD,24422000,23967989.06
14,14,37,APOYO ECONOMICO PARA LAS HIJAS E HIJOS DE MUJERES VICTIMAS DE FEMINICIDIO,7100000,6880500
14,14,38,BARRIOS DE PAZ,24000000,23407613.76
14,14,39,EMPRESARIAS DE ALTO IMPACTO,70303477,63776588.19
14,14,40,ESTRATEGIA ALE,15303009,14805887.69
14,14,41,FUERZA MUJERES,140000000,134075916.52
14,14,42,PROGRAMA EMERGENTE RENOVACION DEL PARQUE VEHICULAR DEL AUTOTRANSPORTE PUBLICO CHATARRIZACION DE UNIDADES,83500000,83500000
14,14,43,PROGRAMA EMERGENTE DE TRASNPORTE PUBLICO EN LAS AREAS METROPOLITANAS DE GUADALAJARA Y LAS CIUDADES DE PUERTO VALLARTA ZAPOTLAN EL GRANDE Y TEPATITLAN DE MORELOS PARA GENERAR MECANISMOS SUSTENTABLES PARA LA RENOVACION DEL PARQUE VEHICULAR ETAPA 2 DEL PROGRAMA MI TRANSPORTE,100000000,100000000
14,14,44,RECORRIDOS GRATUITOS POR EL INTERIOR DEL ESTADO,1800000,1800000
14,14,45,TUTELA DE DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,30520551.67,25875796.28
14,14,46,APOYOS Y SERVICIOS ASISTENCIALES A FAMILIAS EN SITUACION VULNERABLE,44180490.08,43776221.17
14,14,47,ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA,241991605.31,241991605.31
14,14,48,ASISTENCIA SOCIAL ALIMENTARIA EN LOS PRIMEROS 1000 DIAS DE VIDA,54461588.5,54461588.5
14,14,49,ATENCION A LA PRIMERA INFANCIA Y ESTRATEGIAS FORMATIVAS,71276010.05,57546746.6
14,14,50,ATENCION INTEGRAL A LAS PERSONAS CON DISCAPACIDAD O EN RIESGO DE TENERLA,75211446.47,70904456.6
14,14,51,ATENCION INTEGRAL DE LAS PERSONAS ADULTAS MAYORES,97144959.72,95212452.75
14,14,52,AYUDA HUMANITARIA,76142629.06,64809188.74
14,14,53,CONSEJO ESTATAL PARA LA PREVENCION Y ATENCION DE LA VIOLENCIA INTRAFAMILIAR CEPAVI,16801308.19,15927135.85
14,14,54,DESAYUNOS ESCOLARES,306283083.44,300696341.32
14,14,55,MUSEO TROMPO MAGICO,17725670.96,16105950.6
14,14,56,PREVENCION PARA NIÑAS NIÑOS Y ADOLESCENTES,12163106.08,11969121.04
14,14,57,ATENCION Y PROTECCION A NIÑAS NIÑOS Y ADOLESCENTES,20697087.96,18309597.94
14,14,58,REPRESENTACION DE NIÑAS NIÑOS Y ADOLESCENTES,19338206.83,19338206.83
14,14,59,DESARROLLO COMUNITARIO Y APOYO MUNICIPAL,55318202.1,45262460.03
14,14,60,JALISCO REVIVE TU HOGAR APOYO A LA VIVIENDA,53396647.34,53396647.34
14,14,61,JALISCO TE RECONOCE APOYO A PERSONAS MAYORES,118445635.7,88048759.4
14,14,62,JALISCO INCLUYENTE,25804400,21685070.3
14,14,63,MI PASAJE PARA ESTUDIANTES,119970203.96,32630271.78
14,14,64,MI PASAJE PARA PERSONAS ADULTAS MAYORES,100791487.7,47296865.2
14,14,65,RECREA EDUCANDO PARA LA VIDA APOYO DE MOCHILA UTILES UNIFORME Y CALZADO ESCOLAR,1016096175.03,1012310009.11
14,14,66,APOYO A LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL,40000000,38904954.22
14,14,67,JALISCO POR LA NUTRICION,46500750.01,46260923.39
14,14,68,MI PASAJE PARA PERSONAS CON DISCAPACIDAD,9296608.28,6619799.39
14,14,69,MUJERES LIDERES DEL HOGAR,83344000,71982892.96
14,14,70,PROGRAMA DE DESARROLLO FORESTAL SUSTENTABLE DEL ESTADO DE JALISCO ROP 2021,6500000,6500000
15,15,1,PROGRAMA DE DESARROLLO SOCIAL FAMILIAS FUERTES CANASTA EDOMEX,1512033623.69,1497603152.54
15,15,2,PROGRAMA DE DESARROLLO SOCIAL FAMILIAS FUERTES APOYO A PERSONAS ADULTAS MAYORES,816768727.74,777912232.43
15,15,3,PROGRAMA DE DESARROLLO SOCIAL COMUNIDAD FUERTE EDOMEX,4694100,3427129.44
15,15,4,PROGRAMA DE DESARROLLO SOCIAL FAMILIAS FUERTES SALARIO ROSA,4838844196.8,4609899030.84
15,15,5,FAMILIAS FUERTES DESARROLLO INTEGRAL INDIGENA,15000000,15000000
15,15,6,FAMILIAS FUERTES NIÑEZ INDIGENA,64517745.26,64449221.49
16,16,1,CULTURA FORESTAL,NA,NA
16,16,2,PRODUCCION MANTENIMIENTO Y ENTREGA DE PLANTA FORESTAL,1000000,1000000
16,16,3,PLANTACIONES FORESTALES COMERCIALES,1000000,1000000
16,16,4,PROTECCION RESTAURACION Y CONSERVACION DE SUELOS FORESTALES,1013400,1013400
16,16,5,INCENDIOS FORESTALES,3500000,6423953
16,16,6,SANIDAD FORESTAL,NA,NA
16,16,7,APROVECHAMIENTO SUSTENTABLE DE LA VIDA SILVESTRE,NA,NA
16,16,8,ASISTENCIA SOCIAL ALIMENTARIA EN LOS PRIMEROS 1000 DIAS DE VIDA,114796074.6,114796074.6
16,16,9,ASISTENCIA ALIMENTARIA A SUJETOS VULNERABLES EN COMEDORES COMUNITARIOS,48304485.5,48304485.5
16,16,10,ASISTENCIA ALIMENTARIA A PERSONAS PRIORITARIAS NIÑOS DE 2 A 4 AÑOS 11 MESES,38587955,38587955
16,16,11,ASISTENCIA ALIMENTARIA PARA PERSONAS CON DISCAPACIDAD Y ADULTO MAYORES,117700948.8,117700948.8
16,16,12,ASISTENCIA ALIMENTARIA A PERSONAS EN SITUACION EMERGENCIA Y DESASTRES,3245584,3245584
16,16,13,DESAYUNOS ESCOLARES CALIENTES,137974959.91,137974959.91
16,16,14,DESAYUNOS ESCOLARES FRIOS,52439399.98,52439399.98
16,16,15,VIVIENDA DIGNA,9997063.56,9997063.56
16,16,16,ORIENTACION Y EDUCACION ALIMENTARIA,476677.69,476677.69
16,16,17,ATENCION A POBLACION EN ESTADO DE EMERGENCIA,2272094.11,2272094.11
16,16,18,MEDICINA TRADICIONAL,531027.9,531027.9
16,16,19,DOTACION DE AYUDAS FUNCIONALES,10941034.08,12094797.11
16,16,20,APOYOS DIRECTOS ASISTENCIALES A PERSONAS EN VULNERABILIDAD,15892781.48,11790839.48
16,16,21,ATENCION Y SEGUIMIENTO DE NIÑAS Y NIÑOS EN CENTROS DE ASISTENCIA SOCIAL,15055594.01,16085023.38
16,16,22,JORNADA OPTOMETRICA,1352317.97,1351896.48
16,16,23,FORTALECIMIENTO DE ESTANCIAS DE RECREACION Y ENCUENTRO PARA LOS ADULTOS MAYORES,145000,144400
16,16,24,BECAS PARA PERSONAS CON DISCAPACIDAD,6544308.63,5786000
16,16,25,BECAS PARA NIÑAS NIÑOS Y ADOLESCENTES EN RIESGO DE TRABAJO INFANTIL,524992,523200
16,16,26,RECURSO PROGRAMATICO ATENCION A PERSONAS CON DISCAPACIDAD,19490000.43,19654267.12
16,16,27,MANTENIMIENTO Y ACONDICIONAMIENTO DE CAS,5226136.11,4925275.07
16,16,28,EQUIPAMIENTO DE CENTRO PAMAR CENTRO DE DESARROLLO Y PARTICIPACION PARA NIÑAS NIÑOS Y ADOLESCENTES EN RIESGO,515995.24,397947.64
16,16,29,PROTECCION A LA INFANCIA Y LA ADOLESCENCIA EN SITUACION DE VULNERABILIDAD,1400000,1189753.05
16,16,30,CAPACITACION PARA LA INCLUSION DE PERSONAS CON DISCAPACIDAD,1500000,1000844.42
16,16,31,ESTANCIAS INFANTILES MICHOACANAS,NSS,12849178
16,16,32,CASA DIGNA,25383873,9830365.48
16,16,33,ENTREGA DE APOYOS EN ESPECIE EN CASO DE CONTINGENCIAS,15266937,79935.6
16,16,34,CAPACITACION Y ASISTENCIA TECNICA,20000,20000
16,16,35,FONDO PARA EL DESARROLLO ARTESANAL,225000,225000
16,16,36,BECAS DEL BALLET FOLKLORICO DEL ESTADO DE MICHOACAN,207472.84,207472.84
16,16,37,BECAS DEL CORO DEL ESTADO DE MICHOACAN,300000,300000
16,16,38,BECAS DEL CONSERVATORIO DE LAS ROSAS,1300000,1300000
16,16,39,PREMIO ESTATAL DE LAS ARTES ERENDIRA,900000,900000
16,16,40,PREMIO DE BELLAS ARTES DE NOVELA JOSE RUBEN ROMERO,100000,100000
16,16,41,REGULACION AMBIENTAL DE APROVECHAMIENTOS PETREOS,NA,NA
16,16,42,EVALUACION DEL IMPACTO Y RIESGO AMBIENTAL,NA,NA
16,16,43,CAPACITACION SOBRE EL ORDENAMIENTO ECOLOGICO TERRITORIAL SU ELABORACION USO E IMPLEMENTACION,NA,NA
16,16,44,FONDO AMBIENTAL DEL ESTADO DE MICHOACAN,741214.77,741214.77
16,16,45,VOLUNTARIADO AREA NATURAL PROTEGIDA CERRO PUNHUATO,205726,205726
16,16,46,CREACION DE AREAS DE CONSERVACION,NA,NA
16,16,47,PROGRAMA DE VERIFICACION VEHICULAR,426625,426625
16,16,48,REGULACION DE FUENTES FIJAS,NA,NA
16,16,49,CAPACITACIONES AMBIENTALES,NA,NA
16,16,50,ENTREGA DE LOTES,NA,NA
17,17,1,PROGRAMA ESTATAL SONRISAS DE BONDAD 2021,1700000,1699980
17,17,2,PROGRAMA DE APOYO ALIMENTARIO BASICO EMERGENTE EN EL ESTADO DE MORELOS 2021,3500000,3479015.82
17,17,3,PROGRAMA PROYECTOS DE DESARROLLO SOCIAL PARA LA COMPETITIVIDAD EN EL ESTADO 2021,4500000,3840000
17,17,4,PROGRAMA CRECE MORELOS (CERTIFICA REACTIVA ENTREGA CREA Y EMPLEA),3073000,812843
17,17,5,PROGRAMA DE APOYO PARA PROYECTOS PRODUCTIVOS ENFOCADOS A JOVENES DE 18 A 29 AÑOS 2021,300000,300000
18,18,1,MEDICO EN TU CASA,250000,233579.44
18,18,2,TIEMPO DE COHESION SOCIAL (PROYECTO CULTURA ARTE JOVEN Y PROYECTO CINEXCUSAS),120000,89250.99
18,18,3,CUARTO ADICIONAL 12M2,11262586,11259690
18,18,4,CUARTO DORMITORIO 12M2 CUARTO PARA BAÑO CUARTO PARA COCINA,8568105,8445180
18,18,5,TECHUMBRE TECHO FIRME,5113398,5111660
18,18,6,ESTUFAS ECOLOGICAS,50787,50700
18,18,7,PROGRAMA CASAS PACS (NAYAR Y HUAJICORI),3043478,2474803.28
18,18,8,ESPACIO DE MUJERES,556707,67811
18,18,9,AQUI NOS VEMOS,98054,1321
18,18,10,RECUERDOS DE LA ALEGRIA,27067,1321
18,18,11,VELATORIO,805436,72240
18,18,12,ALIMENTACION BASICA COMPLETA (ABC),696742,342815
18,18,13,SALUD FAMILIAR,2021992,1169447
18,18,14,ALIMENTA LA ESPERANZA,465317,227449
18,18,15,PROGRAMA DE ATENCION A MENORES Y ADOLESCENTES EN RIESGO,154554,5835
18,18,16,UNIDAD DE ATENCION CIUDADANA,1714736,995003
19,19,1,INCLUSION PARA MUJERES JEFAS DE FAMILIA,65425438,53896233
19,19,2,CENTROS DE DESARROLLO SOCIAL COMUNITARIO,52757854,46581041.53
19,19,3,VINCULACION CON ORGANIZACIONES DE LA SOCIEDAD CIVIL,159218663,171097024
19,19,4,ALIADOS CONTIGO,52487973,69812000
19,19,5,FISE INFRAESTRUCTURA SOCIAL,109003830,108215959.98
20,20,1,TALLERES DE FORMACION ARTISTICA,7087727.5,9611173.31
20,20,2,FORTALECIMIENTO A LA VIVIENDA,NA,NA
20,20,3,COCINA COMEDOR NUTRICIONAL COMUNITARIA CCNC,NA,NA
20,20,4,PROGRAMA DE ASISTENCIA ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA,NA,NA
20,20,5,DESAYUNOS ESCOLARES CALIENTES,NA,NA
20,20,6,APOYO A PERSONAS ADULTAS MAYORES,NA,NA
20,20,7,EVENTOS DE PREVENCION Y ATENCION A NIÑAS NIÑOS Y ADOLESCENTES PREVENCION DE ADICCIONES PROMOCION DEL BUEN TRATO Y PREVENCION EN EMBARAZO EN NIÑAS Y ADOLESCENTES,NA,NA
20,20,8,PREVENCION A NIÑAS NIÑOS Y ADOLESCENTES PREVENCION DE LA EXPLOTACION SEXUAL INFANTIL TRATA DE PERSONAS FOMENTO DE LOS DERECHOS DE NNA,NA,NA
20,20,9,APOYO PARA LA PROTECCION DE PERSONAS EN ESTADO DE NECESIDAD ESTANCIA INFANTIL Y APRENDER A SER,NA,NA
20,20,10,APOYO PARA LA PROTECCION DE PERSONAS EN ESTADO DE NECESIDAD CADI2,NA,NA
20,20,11,APOYO PARA LA PROTECCION DE PERSONAS EN ESTADO DE NECESIDAD CAIC URBANOS Y RURALES,NA,NA
20,20,12,CONSERVACION DE ECOSISTEMAS Y PREVENCION DEL DETERIORO AMBIENTAL,NA,NA
20,20,13,CAMBIO CLIMATICO,NA,NA
20,20,14,ORDENAMIENTO ECOLOGICO TERRITORIAL,NA,NA
20,20,15,GESTION INTEGRAL DE RESIDUOS SOLIDOS,NA,NA
20,20,16,COMERCIALIZACION TURISTICA,7450763.99,8953926.88
20,20,17,PROFESIONALIZACION TURISTICA,14328217.32,20264403.19
20,20,18,CURSOS DE CAPACITACION Y PROFESIONALIZACION PARA Y EN EL TRABAJO,84917933,93818607.86
20,20,19,EXPO FERIAS ARTESANALES,676600,664581.48
20,20,20,TIENDA ARIPO ARTESANIAS E INDUSTRIAS POPULARES DEL ESTADO DE OAXACA,255400,255309.84
20,20,21,SERVICIOS ESPECIALIZADOS A MIGRANTES,4200000,6138750.88
20,20,22,GUELAGUETZA FAMILIAR INTERCAMBIO CULTURAL OAXACA ESTADOS UNIDOS,15670219.62,16984635.54
20,20,23,TRADUCCION DE DOCUMENTOS A MIGRANTES,NA,NA
20,20,24,ASESORIAS Y CAPACITACIONES A EMPRENDEDORES,NA,NA
20,20,25,PROFESIONALIZACION DE TU EMPRENDIMIENTO 2021,148770,148770
20,20,26,RETO POSIBLE OAXACA 2021,NA,NA
20,20,27,CRECE 360 GRADOS,NA,NA
20,20,28,FERIAS DE INCLUSION SOCIAL,3311170.97,5185180.14
20,20,29,CREDITO A LA PALABRA DE LA MUJER,1271880.13,1271880.13
20,20,30,VAMOS JUNTOS A LA ESCUELA,497082029.48,497082029.48
20,20,31,APOYO AL SISTEMA ESTATAL DE CASAS DE LA CULTURA,NA,NA
20,20,32,APOYO AL SISTEMA ESTATAL DE CASAS DEL PUEBLO,NA,NA
20,20,33,CENTRO DE INICIACION MUSICAL DE OAXACA,4265519.16,5078716.78
20,20,34,BIBLIOTECAS PUBLICAS MUNICIPALES,7508078.54,11006094.51
20,20,35,PROGRAMA DE FOMENTO A LA LECTURA,130000,340000
20,20,36,UNIDADES MOVILES PARA LA ATENCION SOCIAL A GRUPOS VULNERABLES,13510427.45,13284989.89
20,20,37,CREDITO A LA PALABRA MUJERES QUE INSPIRAN 2021,5000000,5000000
20,20,38,PROGRAMA DE ESTIMULO AL MERITO ACADEMICO DE JOVENES INDIGENAS Y AFROAMERICANOS SEMILLAS DE TALENTO,3000000,3000000
20,20,39,PROGRAMA DE EMPODERAMIENTO ECONOMICO PARA MUJERES JEFAS DE FAMILIA EN HOGARES INDIGENAS Y AFROMEXICANOS MUJERES FAMILIA,4000000,4000000
20,20,40,PROGRAMA DE IMPULSO AL DESARROLLO ECONOMICO DE LA MUJER INDIGENA Y AFROMEXICANA MUJERES DE MAIZ,4000000,3999197.44
20,20,41,PROGRAMA DE APOYO PARA EL MEJORAMIENTO DE LA INFRAESTRUCTURA SOCIAL EN COMUNIDADES INDIGENAS Y AFROMEXICANAS FONDO SEMILLA,3000000,2996976
21,21,1,PROGRAMA COINVERSION SOCIAL,5169974,5060474
21,21,2,PROGRAMA INTEGRAL ALIMENTARIO,35034667,35034667
21,21,3,PROGRAMA CENTROS PREVENTIVOS DE BIENESTAR,278400000,208779120
21,21,4,PROGRAMA PRESUPUESTO PARTICIPATIVO PARA EL BIENESTAR EN EL ESTADO DE PUEBLA 2021,29999977.92,29873585.34
21,21,5,SERVICIO PARA EL SUMINISTRO E INSTALACION DE MATERIALES PARA REPARACION DE VIVIENDA EN EL MARCO DEL PROGRAMA PUEBLA TE CUIDA PUEBLA REPUDIA LA DELINCUENCIA,18000000,16381929.09
22,22,1,PROYECTOS PRODUCTIVOS,5000000,5000000
22,22,2,FORTALECIMIENTO DE LA PARTICIPACION SOCIAL ORGANIZADA,3000000,3000000
22,22,3,PROGRAMA INSTITUCIONAL EMERGENTE PARA LA ATENCION DE LAS PERSONAS AFECTADAS POR FENOMENOS NATURALES O SOCIALES EN EL ESTADO DE QUERETARO,27197460.5,27197460.5
22,22,4,PROGRAMA DE DESARROLLO SOCIAL PARA LA REACTIVACION ECONOMICA Y SOCIAL DE LAS PERSONAS EN SITUACION DE VULNERABILIDAD EN EL ESTADO DE QUERETARO EN SU COMPONENTE APOYO PARA PENSIONADOS Y JUBILADOS DEL SECTOR EDUCATIVO,2465000,2465000
22,22,5,POR TU ALIMENTACION,36662880,36662880
22,22,6,APOYO A NEGOCIOS FAMILIARES,30000000,30000000
22,22,7,PROGRAMA ESTATAL PARA ESCRITURAR INMUEBLES DE CARACTER SOCIAL Y REGULARIZAR ASENTAMIENTOS HUMANOS IRREGULARES,6072600,6072600
22,22,8,PROGRAMA DE DESARROLLO SOCIAL TRANSPORTE ESCOLAR Y APOYO A PROGRAMAS SOCIALES,51543470.77,51543470.77
22,22,9,POR TU VIVIENDA,96581110.22,95364780.59
23,23,1,PISO FIRME,24645108.35,24645108.35
23,23,2,ESTUFAS ECOLOGICAS,1831084,1831084
23,23,3,OLLAS RECOLECTORAS DE AGUA DE LLUVIA PARA USO DOMESTICO,4875191.49,4875191.49
23,23,4,BANCA SOCIAL,2509200,909200
23,23,5,FONDO DE FOMENTO A LA CONVERSION CON LAS ORGANIZACIONES DE LA SOCIEDAD CIVIL 2021,3000000,2995989.35
23,23,6,HAMBRE CERO QUINTANA ROO,83196127,71529212.7
23,23,7,AYUDAS SOCIALES,163330,76858
23,23,8,PROGRAMAS DEL FONDO NACIONAL DE FOMENTO A LAS ARTESANIAS,408000,408000
23,23,9,PROGRAMAS DE ACCIONES CULTURALES MULTILINGUES Y COMUNITARIAS,78928.3,78928.3
23,23,10,PROGRAMA PARA EL DESARROLLO ARTESANAL,395000,360000
23,23,11,PROGRAMA DE APOYO A DIGNATARIOS MAYAS,571000,571000
23,23,12,APOYO A DIGNATARIOS MAYAS IMPLEMENTADO,8199977.2,8199977.2
23,23,13,FORTALECIMIENTO DE LAS CAPACIDADES PRODUCTIVAS,1468600,1468600
23,23,14,CAPACITACION PARA EL TRABAJO Y EL AUTOEMPLEO,1017800,1017800
23,23,15,CAPACITACION PARA EL EMPODERAMIENTO POLITICO Y ECONOMICO DE LAS MUJERES,273000,273000
23,23,16,FERIA MANOS EMPRENDEDORAS,1391800,1391800
23,23,17,PROGRAMA DE FORTALECIMIENTO A LA TRANSVERSALIDAD DE LA PERSPECTIVA DE GENERO,7623058.01,7608352.31
23,23,18,FONDO PARA EL BIENESTAR Y AVANCE DE LAS MUJERES,2760000,2709631.43
23,23,19,PROGRAMA DE APOYO A LAS INSTANCIAS DE MUJERES EN LAS ENTIDADES FEDERATIVAS,8632102,8609930.8
23,23,20,PROGRAMA DE APOYO PARA REFUGIOS ESPECIALIZADOS PARA MUJERES VICTIMAS DE VIOLENCIA DE GENERO SUS HIJAS E HIJOS,2919787.32,2910622.1
23,23,21,FOMENTO A LA PESCA Y LA ACUACULTURA 2021,934312.5,934312.5
23,23,22,PROGRAMA DE APOYO AL EMPLEO EN TEMPORADA DE VEDA PARA PESCADORES,934321.5,934321.5
23,23,23,PROGRAMA PESO POR PESO,515000,515000
23,23,24,SUMINISTRO EQUIPAMIENTO E INSTALACION DE PLANTA DE ALIMENTOS DE LA UNION GANADERA REGIONAL,2000000,2000000
23,23,25,ENTREGA DE SEMILLA DE PASTO,654033,654033
23,23,26,PROGRAMA ESTATAL DE TRACTORES LIGEROS E IMPLEMENTADOS PARA PEQUEÑOS PRODUCTORES,18480000,18480000
23,23,27,APOYO A ORGANIZACIONES DEL CAMPO Y NUCLEOS AGRARIOS,4500000,4500000
23,23,28,PROGRAMA DE APOYO A LA PRODUCCION Y AUTOCONSUMO COSECHANDO JUNTOS 2021,6750000,6750000
23,23,29,PROGRAMA DE APOYO DIRECTO A PRODUCTORES DE CAÑA DE AZUCAR,16000000,16000000
23,23,30,SERVICIOS DE SALUD CON CALIDAD,3970000,3298238.35
23,23,31,PROGRAMA DE DESAYUNOS ESCOLARES FRIOS,59239931.36,59239931.36
23,23,32,PROGRAMA DE DESAYUNOS ESCOLARES CALIENTES,54008970.82,54008970.82
23,23,33,PROGRAMA DE ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA,29819796.24,29819796.24
23,23,34,MEDICO EN TU CASA,5889000,5889000
23,23,35,REZAGO EDUCATIVO,59578234.58,59578234.58
23,23,36,PROGRAMA DE APOYO A LA CULTURA,497080,497080
24,24,1,GRUPO VULNERABLES,27652779,27652779
24,24,2,ASISTENCIA SOCIAL A PERSONAS ADULTAS MAYORES EN ESTADO DE VULNERABILIDAD,46926424,46926424
24,24,3,TRANSFORMARTE,NA,NA
24,24,4,SEMBRANDO UNA VIDA SALUDABLE,19980,19980
24,24,5,ATENCION REHABILITACION Y CAPACITACION PARA NIÑAS NIÑOS Y ADOLESCENTES CON DISCAPACIDAD VISUAL,4730378,4489243
24,24,6,PROGRAMA EMERGENTE PARA CENTROS DE ATENCION INFANTIL,20000000,19971255.94
24,24,7,SALUD Y BIENESTAR COMUNITARIO,NA,NA
24,24,8,INTEGRACION SOCIAL DE PERSONAS CON DISCAPACIDAD,434957.5,417459.92
24,24,9,REHABILITACION Y EDUCACION ESPECIAL,1215584,1139275.76
24,24,10,ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS EN SITUACION DE EMERGENCIA O DESASTRE,11045078.38,11045078.38
24,24,11,DEFENSA DE LAS PERSONAS ADULTAS MAYORES GESTION Y PARTICIPACION SOCIAL,4347930.28,4046223.04
24,24,12,ALIMENTACION SEGURA PARA TODOS,51001665,51001665
24,24,13,ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA,73573001.25,73573001.25
24,24,14,ASISTENCIA SOCIAL ALIMENTARIA EN LOS PRIMEROS 1000 DIAS DE VIDA,10687904.64,10687904.64
24,24,15,DESAYUNOS ESCOLARES,141550893.22,141550892.68
24,24,16,AUTORIZACION ADOLESCENTE EN EDAD PERMITIDA PARA TRABAJAR,NA,NA
24,24,17,BUSCADORES DE EMPLEO,NA,NA
24,24,18,FERIAS DE EMPLEO,NA,NA
24,24,19,VINCULACION LABORAL,NA,NA
24,24,20,FOMENTO AL AUTOEMPLEO,2102987.59,2102987.59
24,24,21,PROGRAMA EMERGENTE PARA ENFRENTAR EL ESTIAJE EN LA REGION HUASTECA 2021,3000000,1872765.75
24,24,22,PROGRAMA EMERGENTE PARA ENFRENTAR EL ESTIAJE EN LA REGION ALTIPLANO Y MEDIA 2021,3000000,2204081.71
24,24,23,APOYO AL PAQUETE TECNOLOGICO PARA ABASTECIMIENTO DE MAIZ CAFIME 2021,1989795.92,1989795.92
24,24,24,APOYO AL PAQUETE TECNOLOGICO PARA ABASTECIMIENTO DE FRIJOL PINTO 2021,7321428.57,7321428.57
24,24,25,EQUIPAMIENTO E INFRAESTRUCTURA AGROPECUARIA 2021,7394200,5898975
24,24,26,CONSTRUCCION Y O REHABILITACION DE BORDOS CON FINES DE ABREVADERO,1576800,1576800
25,25,1,FONDO DE INFRAESTRUCTURA SOCIAL PARA LAS ENTIDADES,133069103.43,131778076.55
26,26,1,ACTOS CULTURALES CON PERTINENCIA INDIGENA,322222.08,322222.08
26,26,2,SUBSIDIO AL SERVICIO PUBLICO DE TRANSPORTE DE PASAJEROS MODALIDAD URBANO,694000000,784903129
26,26,3,CREDITO EDUCATIVO Y BECA Y ESTIMULO EDUCATIVO,288969526.2,287019693.6
26,26,4,PROGRAMA INTEGRAL DE CAPACITACION,NA,NA
26,26,5,PROGRAMA ESTATAL DE PREVENCION SOCIAL DE LA VIOLENCIA Y LA DELINCUENCIA,40935633.81,40254895.3
