entidad_a,enticve1,numeral,nombre1,presue1,presue2
26,26,6,LAS JEFAS AUTOGESTORAS DE LA TRANSFORMACION SOCIAL,2000000,1910313
26,26,7,CUIDAR A QUIENES CUIDAN,2000000,1958000
26,26,8,MANO CON MANO APOYO POBREZA EXTREMA,3000000,2916000
26,26,9,CAPACITACION Y CULTURA TURISTICA,NA,NA
26,26,10,VIVIENDA,18842231.81,14107106.98
26,26,11,AMPLIACION,9000000,1396626.27
26,26,12,MEJORAMIENTO,42058554.74,33800021.44
26,26,13,VER BIEN PARA APRENDER MEJOR,1600000,1599950
26,26,14,EDUCACION CECYTES,NSS,NSS
26,26,15,DESAYUNOS ESCOLARES,206339396.19,206339396.19
26,26,16,ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA,13495776.84,13495776.84
26,26,17,PROGRAMA DE SALUD Y BIENESTAR COMUNITARIO,2442342.53,2442342.53
26,26,18,UNIDADES PRODUCTIVAS PARA EL DESARROLLO,10594253.61,10594253.61
26,26,19,ESPACIOS DE ALIMENTACION ENCUENTRO Y DESARROLLO,15995.65,15995.65
26,26,20,PROYECTOS PRODUCTIVOS PARA PERSONAS CON DISCAPACIDAD,NSS,NSS
26,26,21,PROGRAMA DE ASISTENCIA SOCIAL A PERSONAS EN SITUACION DE VULNERABILIDAD,30345362.41,30345362.41
26,26,22,PROGRAMA DE ATENCION A NIÑAS NIÑOS Y ADOLESCENTES EN MOVILIDAD NO ACOMPAÑADOS,12674399.09,12674399.09
26,26,23,PROGRAMA DE PROTECCION DE NIÑAS NIÑOS Y ADOLESCENTES,109827175.17,109827175.17
26,26,24,PROGRAMA DE APOYO AL SECTOR SOCIAL PESO POR PESO,21000000,21000000
26,26,25,PROGRAMA DE ATENCION A PERSONAS CON DICAPACIDAD,64582843.46,64582843.46
26,26,26,PROGRAMA DE PROTECCION DE DERECHOS DE LAS PERSONAS ADULTAS MAYORES,17623318.75,17033079.36
26,26,27,EDUCACION INICIAL NO ESCOLARIZADA MODELO CONAFE,1700000,1139667.33
26,26,28,BECA DEPORTIVA Y CULTURAL,NA,NA
26,26,29,BECA ALIMENTARIA,NA,NA
26,26,30,SONORA PATRIMONIO SEGURO,992908.5,1199189.34
27,27,1,FONDO DE APOYO A LA CAPITALIZACION A PRODUCTORES AGROPECUARIOS,3806804.71,3806804.71
27,27,2,APOYO A PRODUCTORES PARA EL DESARROLLO RURAL EN EL ESTADO,1000000,1000000
27,27,3,PROGRAMA DE APOYO AL DESARROLLO AGROINDUSTRIAL Y COMERCIALIZACION,1000000,921900
27,27,4,APOYO A PRODUCTORES AGROPECUARIOS FORESTALES PESQUEROS ACUICOLAS Y AGROINDUSTRIALES PARA LA DIFUSION DE SU OFERTA DE PRODUCTOS,700000,700000
27,27,5,PROGRAMA DE APOYO AL SECTOR PESQUERO 2021,7000000,7000000
27,27,6,PROGRAMA DE REPOBLACION DE BANCOS NATURALES DE OSTION 2021,4000000,4000000
27,27,7,APOYO AL SECTOR PESQUERO ORGANIZADO DEL ESTADO,34442148,34041902.28
27,27,8,PROGRAMA ESTRATEGICO PARA EL FORTALECIMIENTO DE COMPETENCIAS A PROFESIONISTAS DEL SECTOR ENERGETICO EN TABASCO,1190193,1190193
27,27,9,PROGRAMA DE VIVIENDA SOCIAL 2020,66848466.32,64112169.29
27,27,10,BECA DE ESTUDIO VIRTUAL 2021 DEL INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,26000,26000
27,27,11,BECA DE ALIMENTO INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,4250,4250
27,27,12,SEGURO DE ORFANDAD INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,160000,160000
27,27,13,PROGRAMA DE ASISTENCIA DE CUIDADO INFANTIL,3538835,3538835
27,27,14,PROGRAMA DE ATENCION A RIESGOS PSICOSOCIALES EN ADOLESCENTES,259997,259997
27,27,15,PROGRAMA ATENCION A PERSONAS CON DISCAPACIDAD SUBPROGRAMA OTROS APOYOS DE ASISTENCIA SOCIAL DONACION DE IMPLANTES COCLEARES,508001,508001
27,27,16,PROGRAMA PARA EXPEDICION DE CREDENCIAL NACIONAL PARA PERSONAS CON DISCAPACIDAD,NA,NA
27,27,17,PROGRAMA PARA EXPEDICION DE CONSTANCIAS PARA TRAMITE DE PLACAS VEHICULARES A PERSONAS CON DISCAPACIDAD,NA,NA
27,27,18,SALUD Y BIENESTAR COMUNITARIO,3330400,3330400
27,27,19,BIENESTAR ALIMENTARIO Y NUTRICIONAL,5000000,5000000
27,27,20,ATENCION ESPECIALIZADA EN REHABILITACION,1422038,1422038
27,27,21,AYUDA SOCIAL EXTRAORDINARIA (ENTREGA DE MOLINOS),2098532,2098532
27,27,22,ASISTENCIA A ADULTOS MAYORES,7264567,7264567
27,27,23,PROGRAMA DE ASISTENCIA ALIMENTARIA A PERSONAS DE ATENCION PRIORITARIA CENTROS ASISTENCIALES DEL SISTEMA DIF,4867166,4867166
27,27,24,OTROS APOYOS DE ASISTENCIA SOCIAL (MATERIAL DE HIGIENE Y ROPERIA),1929843,1929843
27,27,25,PREVENCION SOCIAL DE DELITO Y PARTICIPACION CIUDADANA,3535247.26,3535247.26
27,27,26,PROGRAMA DE APOYO AL TRANSPORTE ADULTOS MAYORES Y PERSONAS CON DISCAPACIDAD,90000000,25523668
28,28,1,FORMACION DOCENTE,13081055.98,15602470.75
28,28,2,PRODUCCION DE PROGRAMAS INFORMATIVOS DE RADIO,21168899.63,22297538.02
28,28,3,PROGRAMA DE PREVISION Y SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO,16485236,15128323.2
28,28,4,PROGRAMA DE IGUALDAD DE GENERO,19654977.4,35597134.58
28,28,5,PROGRAMA DE CAPACITACION Y CERTIFICACION DE COMPETENCIAS,297707000,318553320.82
28,28,6,SERVICIO DE ASIGNACION DE BECAS Y ESTIMULOS EDUCATIVOS,18397385,17850719.71
28,28,7,EDUCACION MEDIA SUPERIOR Y SUPERIOR,1283701792.2,1854469781.35
28,28,8,EDUCACION PARA ADULTOS,158946359.82,165557552.95
28,28,9,SERVICIOS DE SALUD,6204627365.47,8772395109.06
28,28,10,ATENCION AL DEPORTE,111806532,104609487.81
28,28,11,DESARROLLO CULTURAL Y ARTISTICO,147944890.96,148540070.63
28,28,12,SERVICIOS DE EDUCACION UNIVERSITARIA,3928376567,3659602683.04
28,28,13,PROGRAMA DE GENERACION DE CAMBIO Y BIENESTAR SOCIAL,2211933.06,155527615.24
28,28,14,PROGRAMA DE PARQUES Y CENTROS DE BIENESTAR,4468003.45,45181411.46
28,28,15,ENSEÑANZA BASICA,18030299702.45,16495361538.05
28,28,16,PROGRAMA DE JOVEN A JOVEN,14180727.76,11115969.67
28,28,17,PROGRAMA DE SERVICIOS MEDICOS DE ASISTENCIA SOCIAL,0,34080716.44
28,28,18,PROGRAMA DE ATENCION A PERSONAS CON DISCAPACIDAD,12369225.84,34967169.52
28,28,19,PROGRAMA DE FORTALECIMIENTO A CENTROS ASISTENCIALES,0,68538861.78
28,28,20,PROGRAMA DE PREVENCION DE VIOLENCIA EN LOS GRUPOS VULNERABLES,0,63247645.99
28,28,21,PROGRAMA DE ASISITENCIA SOCIAL ALIMENTARIA,87621944.5,108842266.56
28,28,22,PROGRAMA DE RECAUDACION DE FONDOS Y ACCIONES SOCIALES,0,3937550
28,28,23,PROGRAMA DE PROTECCION Y ATENCION A VICTIMAS DE VIOLENCIA,0,8094262.27
28,28,24,GESTION DEL RECURSO AGUA,3774262.43,3774262.43
28,28,25,PROGRAMA DE BIENESTAR EMOCIONAL,10971600.81,181959690.97
28,28,26,PROGRAMA INTEGRACION DE PADRES DE FAMILIA EN EL PROCESO EDUCATIVO,0,11749263.16
28,28,27,PROGRAMA DE VINCULACION CON ORGANISMOS DE LA SOCIEDAD CIVIL,2364084.38,2927540.11
28,28,28,PROGRAMA DE COMEDORES DE BIENESTAR COMUNITARIO,0,12346500
28,28,29,PROGRAMA DE BIENESTAR ALIMENTICIO,322144670.32,822157598.55
28,28,30,BECAS ACCION,14210000,14208750
28,28,31,PROGRAMA DE DEPORTE DE ALTO RENDIMIENTO,0,25742926.92
28,28,32,PROGRAMA DE BECAS ESCOLARES,148271901.87,18804100
28,28,33,PROGRAMA BECAS TAM NIVEL SUPERIOR,0,37683914.6
28,28,34,PROGRAMA DE DESAYUNOS ESCOLARES Y ESPACIOS DE ALIMENTACION,213300375.66,223298542.42
28,28,35,PROGRAMA NUESTROS NIÑOS NUESTRO FUTURO,0,7196089.87
28,28,36,ATENCION CIUDADANA PARA EL DESARROLLO RURAL,2600857.46,3397353.43
28,28,37,ATENCION CIUDADANA PARA EL BIENESTAR SOCIAL,1130983.94,13002902.89
28,28,38,JUNTOS POR TAMAULIPAS,0,61539565.29
28,28,39,PROGRAMA DE JORNADAS PARA MEJORAMIENTO AMBIENTAL,1954374.37,2044578.22
28,28,40,PROGRAMA DE DESARROLLO COMUNITARIO,0,3360000
29,29,1,PROGRAMA UNIDADES MOVILES DE CAPACITACION TECNOMOVILES,3938035,3504419.54
29,29,2,PROGRAMA SISTEMA ESTATAL DE ASISTENCIA TECNICA,3596642,3402556.66
29,29,3,PROGRAMA IMPULSO A LA AGROINDUSTRIA RURAL,1969065,1875122.29
29,29,4,PROGRAMA AGRICULTURA URBANA,4051957.5,3873659.72
29,29,5,PROYECTOS INTEGRALES DE DESARROLLO RURAL,33743887.55,33269787.96
29,29,6,PROYECTO DE FINANCIMIENTO A MICROEMPRESAS PARA LAS MUJERES Y JOVENES RURALES,3230000,3162411.71
29,29,7,PROYECTO ESTATAL DE REFORESTACION,2000000,2000000
29,29,8,PROYECTO DE RENOVACION Y MANTENIMIENTO DE MAQUINARIA PARA USO AGRICOLA,1000000,1000000
29,29,9,PROYECTO DE APROVECHAMIENTO DE AGUA CAPTADA PARA USO AGRICOLA,3000000,2610700
29,29,10,PROYECTO DE REPOBLACION Y APROVECHAMIENTO SUSTENTABLE DE MAGUEY,2000000,2000000
29,29,11,SEGURO AGRICOLA PARA ATENDER SINIESTRO AGROCLIMATICOS,16000000,16000000
29,29,12,PROYECTO DE CAPACITACION EN SANIDAD VEGETAL Y CAMPAÑA DE CAMPO LIMPIO,700000,634057.26
29,29,13,PROGRAMA DE APOYO E IMPULSO AL SECTOR AGRICOLA,92763088.77,91723341.07
29,29,14,FOMENTO E INNOVACION AGROPECUARIA,1363780.09,1363780.09
29,29,15,FOMENTO A LA ACTIVIDAD ACUICOLA Y PESQUERA,2158100,2088379
29,29,16,PROGRAMA PARA LA ADQUISICION DE SEMOVIENTRES CAPITALIZANTE,3096717,3052150
29,29,17,PROGRAMA DE APOYO A LA COMPETITIVIDAD OVINOS PACO,1161570,1154000
29,29,18,PROYECTO DE FORTALECIMIENTO A LA LECHERIA FAMILIAR,2781146,2752500
29,29,19,PROYECTO GENETICO ESTATAL,750295,742000
29,29,20,PROGRAMA DE APOYO A LA ECONOMIA FAMLIAR,19840000,19548191
29,29,21,PROYECTO DE ACCIONES DE MITIGACION DEL CAMBIO CLIMATICO PARA EL SECTOR ACUICOLA Y PECUARIO,3500000,3441258
29,29,22,DESAYUNOS ESCOLARES,122570429.35,122570429.35
29,29,23,ASISTENCIA SOCIAL ALIMENTARIA A PERSONAS DE ANTENCION PRIORITARIA,41336288,41336288
29,29,24,ENTREGA DE APOYOS FUNCIONALES,1704000,295000
29,29,25,ATENCION ESPECIALIZADA A LA SALUD,6646768,6646768
29,29,26,TLAXCALA SIN REZAGO EDUCATIVO CON EDUCACION PARA ADULTOS,15166598,14185321.01
29,29,27,RADIO JOVEN TLX,333000,333000
29,29,28,APOYO ECONOMICO A ORGANIZACIONES JUVENILES DE LA CONVOCATORIA EXPANSION,160000,160000
29,29,29,PROGRAMA DE ACCIONES CULTURALES MULTILINGUES Y COMUNITARIAS PACMYC,300000,300000
29,29,30,PROGRAMA DE ESTIMULO A LA CREACION Y DESARROLLO ARTISTICO,500000,500000
29,29,31,PROGRAMA DE DESARROLLO CULTURAL INFANTIL,250000,250000
29,29,32,PROGRAMA NACIONAL DE SALAS DE LECTURA,150000,150000
30,30,1,JOVENES TRANSFORMANDO EL ESPACIO PUBLICO,800000,799982
30,30,2,PREMIOS ESTATAL DE LA JUVENTUD,200000,200000
30,30,3,PROYECTOS SOLIDARIOS DE RE ANIMADORES SOCIOCULTURALES,600000,564000
30,30,4,RECTORIA DEL SISTEMA DE SALUD,8030420,8251797
30,30,5,ATENCION A LA SALUD Y MEDICAMENTOS GRATUITOS PARA LA POBLACION SIN SEGURIDAD SOCIAL,3124162985,3124162985
30,30,6,MUJERES EMPRENDEDORAS,60555000,60510000
30,30,7,MODULOS HACIA LA AUTOSUFICIENCIA ALIMENTARIA,25445000,25410000
30,30,8,MODULOS COMUNITARIOS DE AGUA POTABLE,1000000,980000
30,30,9,IMPULSO A LA CONSOLIDACION DE LAS CAPACIDADES PRODUCTIVAS DE LAS MIPYMES VERACRUZANAS,2300000,2245640
30,30,10,LISTO PARA COMERCIALIZAR,2156630,1632995.5
30,30,11,REGISTRO UNICO DE PRODUCTORES VERACRUZANOS,NA,NA
30,30,12,ENTREGA DE ESCRITURAS PUBLICAS,NA,NA
30,30,13,CAPACITACION PARA LA EMPLEABILIDAD,8815451,8524740
30,30,14,POR LOS DERECHOS DE NIÑAS NIÑOS Y ADOLESCENTES,46789384,24854186.87
30,30,15,DESARROLLO A LA VIVIENDA Y LA COMUNIDAD,42000000,41999432.07
30,30,16,PROYECTOS PRODUCTIVOS,35300104,35191368.54
30,30,17,ESTRATEGIA INTEGRAL DE ASISTENCIA SOCIAL ALIMENTARIA,866863901,866861901
30,30,18,ASISTENCIA E INCLUSION SOCIAL,20000000,19999644
30,30,19,PERSONAS CON DISCAPACIDAD POR UNA REHABILITACION E INCLUSION SOCIAL,NA,NA
30,30,20,ATENCION INTEGRAL A PERSONAS ADULTAS MAYORES,41000000,40308902
30,30,21,ATENCION A LA COMUNIDAD,NA,NA
30,30,22,PROGRAMA DE VIVIENDA SOCIAL,44904558.85,41661386.47
30,30,23,PROGRAMA ESPECIAL DE VIVIENDA PARA DEUDOS DE POLICIAS CAIDOS EN CUMPLIMIENTO DEL DEBER EN APEGO A LA LEY 290,8000000,7355420
30,30,24,PROGRAMA CALIDAD Y ESPACIOS PARA LA VIVIENDA CUARTO PARA DORMITORIO,109738671,109105714.96
30,30,25,PROGRAMA CALIDAD Y ESPACIOS PARA LA VIVIENDA CUARTO PARA BAÑO,17415000,17367333.62
30,30,26,PROGRAMA DE ACCIONES CULTURALES MULTILINGUES Y COMUNITARIAS,2919198,2635182
30,30,27,ESTIMULOS AL DESARROLLO CULTURAL DE LA HUASTECA DE VERACRUZ 2021,300000,300000
30,30,28,ESTIMULOS AL DESARROLLO CULTURAL DEL ISTMO DE VERACRUZ 2021,300000,300000
30,30,29,CERTIFICACION VERDE,NA,NA
31,31,1,ENTANCIA TEMPORAL,1201000,1502759.99
31,31,2,GESTION SOCIAL,0,1382966.22
31,31,3,IMPULSO ESCOLAR,89338091,89552622.76
31,31,4,MICROYUC SOCIAL,2700000,2890000
31,31,5,MICROYUC PRODUCTIVO,0,20296160.36
31,31,6,MEDICO A DOMICILIO,47474540,41945475.48
31,31,7,MEDICO 247,146976524,142458181.21
31,31,8,PROGRAMA EMERGENTE DE APOYO COMUNITARIO,0,10071452
31,31,9,PROGRAMA DE SEGURIDAD ALIMENTARIA EN COMISARIAS Y ZONAS VULNERABLES,0,1313385.07
31,31,10,PROGRAMA PINTANDO TU FACHADA,0,503785.65
32,32,1,FORTALECIMIENTO A LAS INSTANCIAS MUNICIPALES DE LAS MUJERES EN EL ESTADO DE ZACATECAS 2021,350000,86500
32,32,2,APOYO EMERGENTE A MUJERES VICTIMAS DE VIOLENCIA EN EL ESTADO DE ZACATECAS EJERCICIO 2021,1840000,1110000
32,32,3,EQUIPAMIENTO SOCIAL 2021,11199275.58,11199275.58
32,32,4,INFRAESTRUCTURA SOCIAL BASICA 2021,63658392.42,63658392.42
32,32,5,FORTALECIMIENTO A LA ATENCION MEDICA PARA EL EJERCICIO FISCAL 2021,10957980.9,10811405.68
32,32,6,MEJORAMIENTO A LA VIVIENDA,54339777,54317534.99
32,32,7,ENTREGA DE BECAS PROBESI EDUCACION PRIMARIA PARA HIJOS DE TRABAJADORES DE LA EDUCACION,3830400,3830400
32,32,8,ENTREGA DE BECAS PROBESI EDUCACION SECUNDARIA PARA HIJOS DE TRABAJADORES DE LA EDUCACION,1596400,1596400
32,32,9,ENTREGA DE BECAS PROBESI EDUCACION SUPERIOR PARA HIJOS DE TRABAJADORES DE LA EDUCACION,3016800,3016800
32,32,10,APOYO SOCIAL AL DESEMPEÑO EN LA FUNCION DOCENTE PARA MAESTRAS Y MAESTROS DE EDUCACION FISICA DE EDUCACION BASICA FEDERALIZADA,2299995.14,2299995.14
32,32,11,APOYO SOCIAL PARA TITULACION DE LAS TRABAJADORAS Y TRABAJADORES DE LA EDUCACION BASICA,300000,300000
32,32,12,APOYO SOCIAL AL DESEMPEÑO EN LA FUNCION DE LAS Y LOS ACOMPAÑANTES MUSICALES DE PREESCOLAR DE EDUCACION BASICA FEDERALIZADA,299999.85,299999.85
