entidad_a,enticve1,numeral,nombre1,presup1,presup2,presup3
17,17,9,SECRETARIA DE ADMINISTRACION,115668750,112234203,687272402
17,17,10,SECRETARIA DE LA CONTRALORIA,42184407,42183999,51810787
17,17,11,SECRETARIA DE TURISMO Y CULTURA,100609304,98286358,127966586
17,17,12,SECRETARIA DE DESARROLLO SOCIAL,186525094,168016187,37445893
17,17,13,SECRETARIA DE DESARROLLO SUSTENTABLE,62901624,122037628,74991896
17,17,14,SECRETARIA DE MOVILIDAD Y TRANSPORTE,92267475,96615721,100165810
17,17,15,COMISION ESTATAL DE SEGURIDAD PUBLICA,1368551362,1332184329,1434146496
17,17,16,CONSEJERIA JURIDICA,28206500,33719204,27018917
17,17,17,INSTITUTO ESTATAL DE DOCUMENTACION DEL ESTADO DE MORELOS,3663865,3663865,3689854
17,17,18,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,16788085,9118242,19015868
17,17,19,SECRETARIA EJECUTIVO DEL SISTEMA DE PROTECCION INTEGRAL DE NIÑAS NIÑOS Y ADOLESCENTES DEL ESTADO DE MORELOS,5889834,4584273,2357911
17,17,20,COORDINACION ESTATAL DEL SUBSISTEMA DE PREPARATORIA ABIERTA,275582628,4454185,5946725
17,17,21,TRIBUNAL ESTATAL DE CONCILIACION Y ARBITRAJE DEL ESTADO DE MORELOS,13542363,14042363,13623512
17,17,22,INSTITUTO MORELENSE DE LAS PERSONAS ADOLESCENTES Y JOVENES,8140000,7840000,7570702
17,17,23,FONDO ESTATAL PARA LA ADMINISTRACION Y OPERACION DEL RECINTO DEPORTIVO AGUSTIN CORUCO DIAZ,4542247,4663147,4582029
17,17,24,PROCURADURIA DE PROTECCION AL AMBIENTE DEL ESTADO DE MORELOS,5370518,5446745,5259500
17,17,25,COMISION ESTATAL DE BIODIVERSIDAD,4040523,3879126,4160196
17,17,26,COMISION DE BUSQUEDA DE PERSONAS DEL ESTADO DE MORELOS,11275213,4708147,13160802
17,17,27,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE DEL ESTADO DE MORELOS,35550533,34962461,34388832
17,17,28,COMISION ESTATAL DE EVALUACION DEL DESARROLLO SOCIAL,4427000,3000002,4229779
17,17,29,FONDO ESTATAL PARA LA PROMOCION Y DESARROLLO DE EVENTOS VINCULADOS CON LA CULTURA Y EL TURISMO,1229712,1459712,1357416
17,17,30,PROCURADURIA ESTATAL DE LA DEFENSA DEL TRABAJO,2494694,2491966,4733975
17,17,31,CENTRO ESTATAL DE PREVENCION SOCIAL DE LA VIOLENCIA Y DELINCUENCIA CON PARTICIPACION CIUDADANA,4659504,4314606,6782541
17,17,32,COMISION EJECUTIVA DE ATENCION Y REPARACION A VICTIMAS DEL ESTADO DE MORELOS,7725951,7725951,48201242
17,17,33,COMISION ESTATAL DEL AGUA,112680000,102680000,542933388
17,17,34,COORDINACION ESTATAL DE PROTECCION CIVIL MORELOS,22299294,28392395,35124378
17,17,35,COMISION ESTATAL DE MEJORA REGULATORIA,4004000,4004000,4004000
17,17,36,INSTITUTO MORELENSE DE RADIO Y TELEVISION,38239588,38239588,40609817
17,17,37,INSTITUTO PROVETERANOS DE LA REVOLUCION DEL SUR,539000,484000,555113
17,17,38,COMISION ESTATAL DE RESERVAS TERRITORIALES,7638001,7638001,8638001
17,17,39,INSTITUTO DE SERVICIOS REGISTRALES Y CATASTRALES DEL ESTADO DE MORELOS,31703776,31703776,34365041
17,17,40,INSTITUTO DE LA DEFENSORIA PUBLICA DEL ESTADO DE MORELOS,21061424,21061424,23437541
17,17,41,INSTITUTO DE CREDITO PARA LOS TRABAJADORES AL SERVICIO DEL GOBIERNO DEL ESTADO DE MORELOS,NSS,NSS,NSS
17,17,42,COMISION ESTATAL DE ARBITRAJE MEDICO,6347568,5797568,6494991
17,17,43,HOSPITAL DEL NIÑO MORELENSE,260102001,260102001,269102001
17,17,44,SERVICIOS DE SALUD DE MORELOS,3107777729,2538441347,4927190029
17,17,45,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE MORELOS,404988511,390352419,460436689
17,17,46,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE MORELOS,25778000,27778000,59325800
17,17,47,INSTITUTO DE EDUCACION BASICA DEL ESTADO DE MORELOS,9180823055,8719116028,9752203645
17,17,48,INSTITUTO ESTATAL DE EDUCACION PARA ADULTOS,76350261,71506154,79578608
17,17,49,COLEGIO DE BACHILLERES DEL ESTADO DE MORELOS,189704000,159704000,359023763
17,17,50,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE MORELOS,108752028,98332300,131173115
17,17,51,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE MORELOS,74761242,64808030,159827349
17,17,52,UNIVERSIDAD POLITECNICA DEL ESTADO DE MORELOS,26587000,31587000,86131874
17,17,53,UNIVERSIDAD TECNOLOGICA EMILIANO ZAPATA DEL ESTADO DE MORELOS,48315533,44115456,110186711
17,17,54,UNIVERSIDAD TECNOLOGICA DEL SUR DEL ESTADO DE MORELOS,10876090,10262145,24379232
17,17,55,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE MORELOS,11896378,11896370,11876370
17,17,56,INSTITUTO ESTATAL DE INFRAESTRUCTURA EDUCATIVA,147957790,27957790,540239919
17,17,57,INSTITUTO DEL DEPORTE Y CULTURA FISICA DEL ESTADO DE MORELOS,47089000,40089000,71775690
17,17,58,CENTRO MORELENSE DE LAS ARTES,17027000,17027000,23372193
17,17,59,MUSEO MORELENSE DE ARTE POPULAR,2860000,2860000,3400256
17,17,60,AEROPUERTO DE CUERNAVACA SA DE CV,3476922,3476922,3476922
17,17,61,OPERADOR DE CARRETERAS DE CUOTA,6850000,6850000,10193711
17,17,62,INSTITUTO MORELENSE PARA EL FINANCIAMIENTO DEL SECTOR PRODUCTIVO,283856546,258353004,258353005
17,17,63,CENTRO DE CONCILIACION LABORAL,17210146,17210146,11054387
17,17,64,FIDEICOMISO TURISMO MORELOS,27782445,30443985,53826283
17,17,65,FIDEICOMISO LAGO DE TEQUESQUITENGO,NSS,NSS,NSS
17,17,66,FIDEICOMISO MUSEO MORELENSE DE ARTE CONTEMPORANEO JUAN SORIANO,14000000,17000000,14000000
17,17,67,FIDEICOMISO CENTRO CULTURAL TEOPANZOLCO,14000000,17000000,14000000
17,17,68,FIDEICOMISO CENTRO DE CONGRESOS Y CONVENCIONES WORLD TRADE CENTER MORELOS,3000000,2000000,4461612
17,17,69,FIDEICOMISO EJECUTIVO DEL FONDO DE COMPETITIVIDAD Y PROMOCION DEL EMPLEO,273023451,259434553,292920207
17,17,70,FIDEICOMISO FONDO DESARROLLO EMPRESARIAL Y PROMOCION DE LA INVERSION,NSS,NSS,NSS
18,18,1,SECRETARIA GENERAL DE GOBIERNO,268159848,268159848,273504419
18,18,2,SECRETARIA DE ADMINISTRACION Y FINANZAS,5995499484,5995499484,6287489377
18,18,3,SECRETARIA DE DESARROLLO RURAL,142675817,142675817,324196762
18,18,4,SECRETARIA DE ECONOMIA,66087084,66087084,48738738
18,18,5,SECRETARIA DE TURISMO,62539161,62539161,48758642
18,18,6,SERVICIOS DE SALUD DE NAYARIT,3234424613,3234424613,3213756840
18,18,7,SECRETARIA DE BIENESTAR E IGUALDAD SUSTANTIVA,168243884,168243884,60542472
18,18,8,SECRETARIA DE MOVILIDAD,118179421,118179421,154642917
18,18,9,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,859112775,859112775,1018603663
18,18,10,SECRETARIA PARA LA HONESTIDAD Y BUENA GOBERNANZA,59604778,59604778,47987228
18,18,11,SECRETARIA DE INFRAESTRUCTURA,766982399,766982399,1133521541
18,18,12,SECRETARIA DE EDUCACION,975330245,975330245,2445276414
18,18,13,DESPACHO DEL EJECUTIVO,88066892,88066892,85669906
18,18,14,SECRETARIA DEL TRABAJO Y JUSTICIA LABORAL,72417435,72417435,70706996
18,18,15,SECRETARIA DE DESARROLLO SUSTENTABLE,114397067,114397067,130738427
18,18,16,BENEFICENCIA PUBLICA DEL ESTADO DE NAYARIT,2888500,2888500,10734744
18,18,17,CENTRO DE DESARROLLO ECONOMICO EDUCATIVO DE LA MESA DE EL NAYAR,10298461,10298461,10198360
18,18,18,CENTRO DE JUSTICIA FAMILIAR,17922181,17922181,16115058
18,18,19,COLEGIO DE BACHILLERES DEL ESTADO DE NAYARIT,74754529,74754529,80029479
18,18,20,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE NAYARIT,88124543,88124543,97686187
18,18,21,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE NAYARIT,223759078,223759078,304479266
18,18,22,COMISION ESTATAL DE AGUA POTABLE Y ALCANTARILLADO,34191480,34191480,196077835
18,18,23,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO PARA EL ESTADO DE NAYARIT,4392000,4392000,4571558
18,18,24,COMISION FORESTAL DE NAYARIT,7730753,7730753,15760891
18,18,25,COMITE ADMINISTRADOR DE LA FERIA NACIONAL TEPIC,24925200,24925200,35011763
18,18,26,INSTITUTO DE PLANEACION DEL ESTADO DE NAYARIT,14770737,14770737,27474342
18,18,27,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE NAYARIT,10512360,10512360,9715150
18,18,28,CONSEJO ESTATAL CONTRA LAS ADICCIONES,31813932,31813932,33544675
18,18,29,CONSEJO ESTATAL PARA LA CULTURA Y LAS ARTES DE NAYARIT,60353900,60353900,63736016
18,18,30,FIDEICOMISO BAHIA DE BANDERAS,165033231,165033231,149066429
18,18,31,FIDEICOMISO DE PROMOCION TURISTICA DEL ESTADO DE NAYARIT,170000000,170000000,93351605
18,18,32,FONDO DE FOMENTO INDUSTRIAL DEL ESTADO DE NAYARIT,9744076,9744076,5344601
18,18,33,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE NAYARIT,63735030,63735030,63498097
18,18,34,INSTITUTO CONTRA LAS ADICCIONES MARAKAME,16164080,16164080,15412961
18,18,35,INSTITUTO NAYARITA DE CULTURA FISICA Y DEPORTE,50287968,50287968,64394984
18,18,36,INSTITUTO NAYARITA DE EDUCACION PARA ADULTOS,67428223,67428223,64505288
18,18,37,INSTITUTO NAYARITA DE LA JUVENTUD,4172864,4172864,7023881
18,18,38,INSTITUTO NAYARITA PARA LA INFRAESTRUCTURA FISICA EDUCATIVA,363410195,363410195,183581600
18,18,39,INSTITUTO PARA LA MUJER NAYARITA,13602165,13602165,31522518
18,18,40,INSTITUTO PROMOTOR DE LA VIVIENDA DE NAYARIT,77446976,77446976,88120110
18,18,41,PATRONATO DEL TEATRO DEL PUEBLO,11099090,11099090,14117893
18,18,42,SERVICIOS DE EDUCACION PUBLICA DEL ESTADO DE NAYARIT,5580549750,5580549750,6057937000
18,18,43,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,262995510,262995510,240190195
18,18,44,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE NAYARIT,493838875,493838875,480744690
18,18,45,UNIVERSIDAD TECNOLOGICA DE BAHIA DE BANDERAS,69691641,69691641,87162517
18,18,46,UNIVERSIDAD TECNOLOGICA DE LA COSTA,51235442,51235442,56044755
18,18,47,UNIVERSIDAD TECNOLOGICA DE LA SIERRA,22928740,22928740,24537474
18,18,48,UNIVERSIDAD TECNOLOGICA DE NAYARIT,134143905,134143905,133348532
18,18,49,UNIVERSIDAD TECNOLOGICA DE MAZATAN,7201323,7201323,6586022
18,18,50,UNIVERSIDAD POLITECNICA DEL ESTADO DE NAYARIT,33216241,33216241,30331265
18,18,51,COMISION ESTATAL DE ATENCION INTEGRAL A VICTIMAS DEL ESTADO DE NAYARIT,10565209,10565209,10312508
18,18,52,PATRONATO DE LA UNIVERSIDAD AUTONOMA DE NAYARIT,164400000,164400000,171293334
18,18,53,SISTEMA DE RADIO Y TELEVISION DE NAYARIT,47100797,47100797,46263108
18,18,54,SECRETARIA EJECUTIVA DEL SISTEMA LOCAL ANTICORRUPCION,5026160,5026160,5591257
18,18,55,INSTITUTO DE JUSTICIA LABORAL BUROCRATICA DEL ESTADO DE NAYARIT,19286237,19286237,18738408
18,18,56,INSTITUTO DE ADQUISICIONES ARRENDAMIENTO Y PRESTACION DE SERVICIOS DEL ESTADO DE NAYARIT,15282605,15282605,2912273
18,18,57,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE NAYARIT,0,0,2600259
18,18,58,ARCHIVO GENERAL DEL ESTADO DE NAYARIT,0,0,0
18,18,59,FONDO MIXTO CONACYT GOBIERNO DEL ESTADO DE NAYARIT,0,0,1729971
19,19,1,DESPACHO DEL C GOBERNADOR,2440392,2440392,2604403
19,19,2,OFICINA EJECUTIVA DEL C GOBERNADOR,12306402,12306402,9583426
19,19,3,AMAR A NUEVO LEON,0,0,0
19,19,4,SECRETARIA PARTICULAR DEL C GOBERNADOR,63082254,63082254,94652736
19,19,5,CONSEJERIA JURIDICA,6176308,6176308,1577291
19,19,6,SECRETARIA TECNICA DE GOBIERNO,0,0,3604525
19,19,7,REPRESENTACION DEL GOBIERNO DEL ESTADO EN LA CIUDAD DE MEXICO,26274460,26274460,22203876
19,19,8,SISTEMA ESTATAL DE INFORMACION,6176308,6176308,4190730
19,19,9,COMUNICACION,202397310,202397310,442131295
19,19,10,SECRETARIA GENERAL DE GOBIERNO,1209861286,1209861286,1036001022
19,19,11,SECRETARIA DE PARTICIPACION CIUDADANA,70000000,70000000,69866615
19,19,12,SECRETARIA DE FINANZAS Y TESORERIA GENERAL DEL ESTADO,13016825141,13032225141,32363450284
19,19,13,SECRETARIA DE ADMINISTRACION,1394277141,1394277141,1923596564
19,19,14,CONTRALORIA Y TRANSPARENCIA GUBERNAMENTAL,141998897,141998897,153350244
19,19,15,SECRETARIA DE SEGURIDAD,6606911116,6606911116,6479223935
19,19,16,SECRETARIA DE ECONOMIA,202803396,202803396,141083295
19,19,17,SECRETARIA DEL TRABAJO,167141770,167141770,200053587
19,19,18,SECRETARIA DE DESARROLLO REGIONAL Y AGROPECUARIO,266588048,266588048,258741332
19,19,19,SECRETARIA DE MOVILIDAD Y PLANEACION URBANA,7915267110,7915267110,3863771832
19,19,20,SECRETARIA DE TURISMO,55000000,70000000,43927866
19,19,21,SECRETARIA DE MEDIO AMBIENTE,168028311,198028311,108507829
19,19,22,SECRETARIA DE IGUALDAD E INCLUSION,1045423032,1055423032,1092106572
19,19,23,SECRETARIA DE EDUCACION,12912747806,12966747806,14512440031
19,19,24,SECRETARIA DE SALUD,56858344,56858344,58088317
19,19,25,SECRETARIA DE LAS MUJERES,50000000,50000000,62223953
19,19,26,SECRETARIA DE CULTURA,70000000,70000000,74092639
19,19,27,JUNTA LOCAL DE CONCILIACION Y ARBITRAJE,176171915,176171915,164895866
19,19,28,TRIBUNAL DE JUSTICIA ADMINISTRATIVA,124948973,130000000,130709369
19,19,29,TRIBUNAL DE ARBITRAJE,8946418,8946418,9153018
19,19,30,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE NUEVO LEON,0,0,11157374
19,19,31,COLEGIO DE BACHILLERES MILITARIZADO GENERAL MARIANO ESCOBEDO,235755929,235755929,225389631
19,19,32,COLEGIO DE EDUCACION PROFESIONAL TECNICA DE NUEVO LEON,336268609,336268609,353422869
19,19,33,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS,267745187,267745187,320959952
19,19,34,CONSEJO ESTATAL PARA LA PROMOCION DE VALORES Y CULTURA DE LA LEGALIDAD,5050373,5050373,5050373
19,19,35,CONSEJO PARA LA CULTURA Y LAS ARTES,175102407,175102407,189548333
19,19,36,CORPORACION PARA EL DESARROLLO TURISTICO DE NUEVO LEON,65000000,65000000,155512250
19,19,37,FIDEICOMISO FESTIVAL INTERNACIONAL DE SANTA LUCIA,28418851,28418851,45418851
19,19,38,FIDEICOMISO FONDO DE APOYO PARA LA CREACION Y CONSOLIDACION DEL EMPLEO PRODUCTIVO EN EL ESTADO DE NUEVO LEON,100000000,100000000,140000000
19,19,39,FIDEICOMISO FONDO EDITORIAL DE NUEVO LEON,5413494,5413494,11976322
19,19,40,FIDEICOMISO PARA EL DESARROLLO DE LA ZONA CITRICOLA,9088869,9088869,11663506
19,19,41,FIDEICOMISO PARA EL DESARROLLO DEL SUR DEL ESTADO DE NUEVO LEON,10071103,10071103,10071103
19,19,42,FIDEICOMISO PARA LA REORDENACION COMERCIAL,736216,736216,1086216
19,19,43,FIDEICOMISO PROMOTOR DE PROYECTOS ESTRATEGICOS URBANOS,84193360,84193360,943854267
19,19,44,FIDEICOMISO SISTEMA INTEGRAL DE TRANSITO METROPOLITANO,600657362,600657362,3832170
19,19,45,FIDEICOMISO TURISMO NUEVO LEON,40392894,40392894,37376894
19,19,46,FIDEICOMISO VIDA SILVESTRE DE NUEVO LEON,550943,550943,4030943
19,19,47,FOMENTO METROPOLITANO DE MONTERREY,28607920,28607920,34907920
19,19,48,INSTITUTO CONSTRUCTOR DE INFRAESTRUCTURA FISICA EDUCATIVA Y DEPORTIVA DE NUEVO LEON,317243350,317243350,508919713
19,19,49,INSTITUTO DE CAPACITACION Y EDUCACION PARA EL TRABAJO,88339573,88339573,121114676
19,19,50,INSTITUTO DE CONTROL VEHICULAR,33547803,33547803,5680501335
19,19,51,INSTITUTO DE DEFENSORIA PUBLICA DE NUEVO LEON,274436526,274436526,343346655
19,19,52,INSTITUTO DE INNOVACION Y TRANSFERENCIA DE TECNOLOGIA,28252598,28252598,29145808
19,19,53,INSTITUTO DE INVESTIGACION INNOVACION Y ESTUDIOS DE POSGRADO PARA LA EDUCACION DE NUEVO LEON,11445817,11445817,12844823
19,19,54,INSTITUTO DE LA VIVIENDA DE NUEVO LEON,183691048,183691048,354914771
19,19,55,INSTITUTO DE MOVILIDAD Y ACCESIBILIDAD DEL ESTADO DE NUEVO LEON,832973368,832973368,1244945994
19,19,56,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO DE NUEVO LEON,4528719711,4528719711,4433418595
19,19,57,INSTITUTO DEL AGUA DEL ESTADO DE NUEVO LEON,1530220,1530220,1530219
19,19,58,INSTITUTO ESTATAL DE CULTURA FISICA Y DEPORTE,282746323,282746323,318322943
19,19,59,INSTITUTO ESTATAL DE LA JUVENTUD,19246007,19246007,18596007
19,19,60,INSTITUTO ESTATAL DE LAS MUJERES,83914996,83914996,90491456
19,19,61,INSTITUTO ESTATAL DE LAS PERSONAS ADULTAS MAYORES,20111428,20111428,20111428
19,19,62,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA,5862645,5862645,4874668
19,19,63,INSTITUTO REGISTRAL Y CATASTRAL DEL ESTADO DE NUEVO LEON,210158659,210158659,339972858
19,19,64,MUSEO DE HISTORIA MEXICANA,79256802,79256802,79206798
19,19,65,OPERADORA DE SERVICIOS TURISTICOS DE NUEVO LEON,2630595,2630595,2630595
19,19,66,PARQUE FUNDIDORA,90000000,90000000,90368795
19,19,67,PARQUES Y VIDA SILVESTRE DE NUEVO LEON,53993863,53993863,63340361
19,19,68,PROMOTORA DE DESARROLLO RURAL,19467000,19467000,19467000
19,19,69,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,9000000,9000000,19060146
19,19,70,SERVICIOS DE AGUA Y DRENAJE DE MONTERREY,748440707,748440707,1884880861
19,19,71,SERVICIOS DE SALUD,6602158976,6602158976,6985065078
19,19,72,SISTEMA DE CAMINOS,52148367,52148367,157560844
19,19,73,SISTEMA DE RADIO Y TELEVISION DE NUEVO LEON,72912252,72912252,93152891
19,19,74,SISTEMA DE TRANSPORTE COLECTIVO METRORREY,313342121,313342121,1123121768
19,19,75,SISTEMA INTEGRAL PARA EL MANEJO ECOLOGICO Y PROCESAMIENTO DE DESECHOS,0,0,80000000
19,19,76,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,952811941,953538179,1018885641
19,19,77,UNIDAD DE INTEGRACION EDUCATIVA,17237478259,17237478259,18498550176
19,19,78,UNIVERSIDAD DE CIENCIAS DE LA SEGURIDAD,87804451,87804451,94055842
19,19,79,UNIVERSIDAD POLITECNICA DE APODACA,6830166,6830166,16880844
19,19,80,UNIVERSIDAD POLITECNICA DE GARCIA,4321651,4321651,13161679
19,19,81,UNIVERSIDAD TECNOLOGICA BILINGUE FRANCO MEXICANA DE NUEVO LEON,3811869,3811869,8856049
19,19,82,UNIVERSIDAD TECNOLOGICA CADEREYTA,18597908,18597908,49415481
19,19,83,UNIVERSIDAD TECNOLOGICA GENERAL MARIANO ESCOBEDO,29963296,29963296,86720582
19,19,84,UNIVERSIDAD TECNOLOGICA LINARES,15498256,15498256,40263828
19,19,85,UNIVERSIDAD TECNOLOGICA SANTA CATARINA,30996513,30996513,85203912
19,19,86,CORPORACION PARA EL DESARROLLO DE LA ZONA FRONTERIZA DE NUEVO LEON,0,0,0
19,19,87,FIDEICOMISO FONDO PARA LA VIVIENDA DE LOS TRABAJADORES DE LA EDUCACION FOVILEON EDUCACION,0,0,0
19,19,88,FIDEICOMISO FONDO PARA LA VIVIENDA DE LOS TRABAJADORES DEL ESTADO FOVILEON SERVIDORES PUBLICOS,0,0,0
19,19,89,FIDEICOMISO ZARAGOZA,0,0,0
19,19,90,RED ESTATAL DE AUTOPISTAS DE NUEVO LEON,0,0,0
20,20,1,GUBERNATURA,177891368,177891368,261314781
20,20,2,SECRETARIA DE GOBIERNO,353374759,353374759,473970446
20,20,3,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,1511878706,1511878706,1935102577
20,20,4,SECRETARIA DE INFRAESTRUCTURAS Y COMUNICACIONES,264947795,264947795,2512552411
20,20,5,SECRETARIA DE TURISMO,97175668,97175668,216563743
20,20,6,SECRETARIA DE DESARROLLO ECONOMICO,180594064,180594064,261896461
20,20,7,SECRETARIA DE MOVILIDAD,151987750,151987750,279812829
20,20,8,SECRETARIA DE LAS CULTURAS Y ARTES,186247538,186247538,294536609
20,20,9,SECRETARIA DE BIENESTAR TEQUIO E INCLUSION,82284335,82284335,383504846
20,20,10,SECRETARIA DE INTERCULTURALIDAD PUEBLOS Y COMUNIDADES INDIGENAS Y AFROMEXICANAS,27336014,27336014,73258744
20,20,11,SECRETARIA DE FOMENTO AGROALIMENTARIO Y DESARROLLO RURAL,280586434,280586434,580148297
20,20,12,SECRETARIA DE FINANZAS,602031950,602031950,939292157
20,20,13,SECRETARIA DE ADMINISTRACION,994884479,1098884479,1814220302
20,20,14,SECRETARIA DE MEDIO AMBIENTE BIODIVERSIDAD ENERGIAS Y SOSTENIBILIDAD,36214204,36214204,74252258
20,20,15,SECRETARIA DE LAS MUJERES,18745910,18745910,88070104
20,20,16,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,32050145,32050145,378755772
20,20,17,SECRETARIA DE HONESTIDAD TRANSPARENCIA Y FUNCION PUBLICA,119742004,119742004,221156868
20,20,18,CONSEJERIA JURIDICA Y ASISTENCIA LEGAL DEL ESTADO,351447481,351447481,536173139
20,20,19,COORDINACION GENERAL DE EDUCACION MEDIA SUPERIOR Y SUPERIOR CIENCIA Y TECNOLOGIA,32938702,32938702,104241800
20,20,20,COORDINACION DE COMUNICACION SOCIAL,262721257,262721257,293277349
20,20,21,COORDINACION PARA LA ATENCION DE LOS DERECHOS HUMANOS,8469422,8469422,9920831
20,20,22,INSTITUTO DE PLANEACION PARA EL BIENESTAR,132887138,132887138,177669037
20,20,23,CAMINOS BIENESTAR,276966381,276966381,903940898
20,20,24,CASA DE LA CULTURA OAXAQUEÑA,31649699,31649699,38915252
20,20,25,CENTRO DE LAS ARTES DE SAN AGUSTIN,5599292,5599292,9314347
20,20,26,COLEGIO DE BACHILLERES DEL ESTADO DE OAXACA,1163175048,1163175048,1743437001
20,20,27,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE OAXACA,809638134,809638135,947512305
20,20,28,COLEGIO SUPERIOR PARA LA EDUCACION INTEGRAL INTERCULTURAL DE OAXACA,234989723,234989723,239510988
20,20,29,INSTITUTO DEL DEPORTE,61075384,61075384,85622849
20,20,30,VIVIENDA BIENESTAR,109514631,109514631,518348472
20,20,31,COMISION ESTATAL DEL AGUA BIENESTAR,310540554,310540554,558695919
20,20,32,COMISION ESTATAL FORESTAL,9263120,9263120,35181285
20,20,33,COMISION ESTATAL PARA LA PLANEACION DE LA EDUCACION SUPERIOR EN EL ESTADO DE OAXACA,1807764,1807764,1762306
20,20,34,COMISION ESTATAL PARA LA PLANEACION Y PROGRAMACION DE LA EDUCACION MEDIA SUPERIOR DEL ESTADO DE OAXACA,1143582,1143582,1196334
20,20,35,COMISION PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA URBANA DEL ESTADO DE OAXACA,4850494,4850494,5106129
20,20,36,CONSEJO ESTATAL PARA LA PREVENCION Y CONTROL DEL SIDA,10152904,10152904,10395003
20,20,37,CONSEJO OAXAQUEÑO DE CIENCIA TECNOLOGIA E INNOVACION,4005572,4005572,8972860
20,20,38,COORDINACION ESTATAL DE PROTECCION CIVIL Y GESTION DE RIESGOS,118412179,14412179,21335974
20,20,39,CORPORACION OAXAQUEÑA DE RADIO Y TELEVISION,58636872,58636872,72950789
20,20,40,DIRECCION GENERAL DE POBLACION DE OAXACA,4623207,4623207,4545306
20,20,41,HOSPITAL DE LA NIÑEZ OAXAQUEÑA,47999856,47999856,90337343
20,20,42,INSTITUTO DE CAPACITACION Y PRODUCTIVIDAD PARA EL TRABAJO DEL ESTADO DE OAXACA,89119910,89119910,96776576
20,20,43,INSTITUTO DE ESTUDIOS DE BACHILLERATO DEL ESTADO DE OAXACA,516771904,516771904,542847359
20,20,44,INSTITUTO DE LA JUVENTUD DEL ESTADO DE OAXACA,23632746,23632746,36439978
20,20,45,INSTITUTO DEL PATRIMONIO CULTURAL DEL ESTADO DE OAXACA,7243467,7243467,143554164
20,20,46,INSTITUTO ESTATAL DE EDUCACION PUBLICA DE OAXACA,26179105757,26179105757,28268861507
20,20,47,INSTITUTO ESTATAL DE EDUCACION PARA ADULTOS,174099342,174099342,247332911
20,20,48,INSTITUTO OAXAQUEÑO CONSTRUCTOR DE INFRAESTRUCTURA EDUCATIVA,31832064,31832064,484079848
20,20,49,INSTITUTO OAXAQUEÑO DE ATENCION AL MIGRANTE,25285087,25285087,27708072
20,20,50,INSTITUTO PARA EL FOMENTO Y LA PROTECCION DE LAS ARTESANIAS,11857590,11857590,16483987
20,20,51,INSTITUTO TECNOLOGICO SUPERIOR DE SAN MIGUEL EL GRANDE,31449894,31449894,27244123
20,20,52,INSTITUTO TECNOLOGICO SUPERIOR DE TEPOSCOLULA,31822092,31822092,41970371
20,20,53,NOVAUNIVERSITAS,30042002,30042002,44086005
20,20,54,SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE OAXACA,310985801,310985801,414714090
20,20,55,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE OAXACA,374133891,374133891,1291107938
20,20,56,UNIVERSIDAD DE CHALCATONGO,16286730,16286730,21670661
20,20,57,UNIVERSIDAD DE LA CAÑADA,26904645,26904645,51324368
20,20,58,UNIVERSIDAD DE LA COSTA,14721382,14721382,21419329
20,20,59,UNIVERSIDAD DE LA SIERRA JUAREZ,31537063,31537063,55389661
20,20,60,UNIVERSIDAD DE LA SIERRA SUR,74924149,74924149,148203942
20,20,61,UNIVERSIDAD DEL ISTMO,84611274,84611274,124583377
