entidad_a,enticve1,numeral,nombre1,rnspni1,nombre2,elepro1,elepro2,elepro3,elepro4,elepro5,elepro6,elepro7,elepro8,elepro9,elepro10,elepro11,elepro12,elepro13
1,01,1,DESPACHO EJECUTIVO ESTATAL,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,2,COORDINACION GENERAL EJECUTIVA DE GABINETE,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,3,SECRETARIA DE COMUNICACION Y VOCERIA DEL GOBIERNO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,4,SECRETARIA GENERAL DE GOBIERNO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,5,SECRETARIA DE SEGURIDAD PUBLICA,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,6,SECRETARIA DE FINANZAS,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,7,SECRETARIA DE DESARROLLO ECONOMICO CIENCIA Y TECNOLOGIA,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,8,SECRETARIA DE SALUD,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,9,SECRETARIA DE SUSTENTABILIDAD MEDIO AMBIENTE Y AGUA,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,10,SECRETARIA DE DESARROLLO SOCIAL,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,11,SECRETARIA DE OBRAS PUBLICAS,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,12,SECRETARIA DE DESARROLLO RURAL Y AGROEMPRESARIAL,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,13,SECRETARIA DE TURISMO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,14,SECRETARIA DE PLANEACION PARTICIPACION Y DESARROLLO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,15,SECRETARIA DE ADMINISTRACION,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,16,COORDINACION GENERAL DE MOVILIDAD,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,17,CONTRALORIA DEL ESTADO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,18,SECRETARIA DE LA FAMILIA,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,19,SECRETARIA DE INNOVACION Y GOBIERNO DIGITAL,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,20,SECRETARIA DE GESTION URBANISTICA ORDENAMIENTO TERRITORIAL REGISTRAL Y CATASTRAL,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,21,CONSEJERIA JURIDICA DEL ESTADO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,1,1,1,1,1,1,1,1,1,1,1,1,
1,01,22,INSTITUTO ESTATAL DE SEGURIDAD PUBLICA DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS PARA LA GESTION DE CAPITAL HUMANO,1,1,,1,1,,,1,1,1,,1,
1,01,23,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS SERVIDORES PUBLICOS DEL ESTADO DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO,,1,,,1,,,1,1,,,,
1,01,24,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO,,,,1,1,1,,1,1,1,,,
1,01,25,INSTITUTO DE ASESORIA Y DEFENSORIA PUBLICA DEL ESTADO DE AGUASCALIENTES,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,01,26,INSTITUTO AGUASCALENTENSE DE LA JUVENTUD,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO,,1,,,1,1,,1,1,,,,
1,01,27,INSTITUTO DE VIVIENDA SOCIAL Y ORDENAMIENTO DE LA PROPIEDAD DEL ESTADO DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO,,,,,,,,1,,1,1,,
1,01,28,PROCURADURIA ESTATAL DE PROTECCION AL AMBIENTE,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO,,1,,,1,,,1,1,,,1,
1,01,29,INSTITUTO DEL AGUA DEL ESTADO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,,,,,1,,,1,1,,,1,
1,01,30,INSTITUTO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,,1,1,1,1,1,1,1,1,1,1,,
1,01,31,PATRONATO DE LA FERIA NACIONAL DE SAN MARCOS,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO DE LASECRETARIA DE ADMINISTRACION DEL ESTADO DE AGUASCALIENTES,,1,1,,1,,1,1,1,,1,,
1,01,32,INSTITUTO AGUASCALENTENSE DE LAS MUJERES,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO DE LASECRETARIA DE ADMINISTRACION DEL ESTADO DE AGUASCALIENTES,1,1,1,1,1,1,1,1,1,1,,,
1,01,33,ESCUELA NORMAL DE AGUASCALIENTES,1,NO APLICA,,1,,,1,,1,1,,,,,
1,01,34,INSTITUTO PARA LA EDUCACION DE LAS PERSONAS JOVENES Y ADULTAS DEL ESTADO DE AGUASCALIENTES,1,PROGRAMA DE PROFESIONALIZACION DERIVADO DEL CONTRATO COLECTIVO DE TRABAJO,,1,1,,1,,1,1,1,,1,,
1,01,35,UNIVERSIDAD POLITECNICA DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO DE LA SECRETARIA DE ADMINISTRACION DEL ESTADO DE AGUASCALIENTES,,1,,1,1,1,1,1,1,,,,
1,01,36,INSTITUTO CULTURAL DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE CAPITAL HUMANO DE LA ADMINISTRACION PUBLICA ESTATAL,1,1,1,1,1,,1,1,1,1,1,1,
1,01,37,INSTITUTO DEL DEPORTE DEL ESTADO DE AGUASCALIENTES,1,REGLAMENTO INTERNO DE TRABAJO DEL INSTITUTO DEL DEPORTE DEL ESTADO DE AGUASCALIENTES,,1,,,,,,,1,,,,
1,01,38,RADIO Y TELEVISION DE AGUASCALIENTES,1,DIRECCION ADMINISTRATIVA,,1,1,,1,1,,1,1,,,1,
1,01,39,UNIVERSIDAD TECNOLOGICA METROPOLITANA DE AGUASCALIENTES,1,REGLAMENTO DE INGRESO PROMOCION Y PERMANENCIA DEL PERSONAL ACADEMICO,,1,1,,1,,1,1,1,,,,
1,01,40,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE AGUASCALIENTES,1,DIRECCION GENERAL DE ADMINISTRACION Y SERVICIOS,,,,,,,,1,,,,,
1,01,41,COMISION ESTATAL DE ARBITRAJE MEDICO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO DE LASECRETARIA DE ADMINISTRACION DEL ESTADO DE AGUASCALIENTES,,1,,,1,,,1,1,,,,
1,01,42,UNIVERSIDAD TECNOLOGICA EL RETOÑO,1,MANUAL DE PROCEDIMIENTOS,,1,1,,1,1,1,,1,,,,
1,01,43,UNIVERSIDAD TECNOLOGICA DE CALVILLO,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,,1,1,1,1,1,,1,1,1,1,1,
1,01,44,INSTITUTO DE INFRAESTRUCTURA FISICA EDUCATIVA DEL ESTADO DE AGUASCALIENTES,1,ESTATUTO JURIDICO DE LOS TRABAJADORES AL SERVICIO DE LOS GOBIERNOS DEL ESTADO DE AGUASCALIENTES SUS MUNICIPIOS ORGANOS INSTITUCIONALES AUTONOMOS Y ORGANISMOS DESCENTRALIZADOS,,1,,1,1,1,,1,1,,,,
1,01,45,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE AGUASCALIENTES,1,PLAN ANUAL DE CAPACITACION,,,,,,,,1,1,,,,
1,01,46,FIDEICOMISO DE INVERSION Y ADMINISTRACION PARA EL DESARROLLO ECONOMICO DEL ESTADO DE AGUASCALIENTES,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,01,47,FIDEICOMISO DEL COMPLEJO TRES CENTURIAS,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,,1,,,1,1,1,1,,,,,
1,01,48,FIDEICOMISO DE DESARROLLOS INDUSTRIALES,1,MANUAL DE LINEAMIENTOS,,1,,1,1,1,,1,1,1,,,
1,01,49,SISTEMA DE FINANCIAMIENTO DE AGUASCALIENTES,1,MANUALES DE LINEAMIENTOS DE LA SECRETARIA DE ADMINISTRACION DEL ESTADO DE AGUASCALIENTES,,1,,1,1,1,,1,1,1,,,
1,01,50,INSTITUTO DE EDUCACION DE AGUASCALIENTES,1,REGLAMENTO INTERIOR DEL INSTITUTO DE EDUCACION DE AGUASCALIENTES ARTICULO 96 BIS FRACCION XI,,,,,,,,,1,,,,
1,01,51,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE AGUASCALIENTES,1,DIRECCION GENERAL DE ADMINISTRACION Y SERVICIOS,,1,1,1,1,1,1,1,1,1,1,,
1,01,52,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,1,LINEAMIENTOS INTERNOS DE CAPACITACION,,1,1,1,1,1,1,1,1,1,1,,
1,01,53,UNIVERSIDAD TECNOLOGICA DE AGUASCALIENTES,1,REGLAMENTO DE INGRESO PROMOCION Y PERMANENCIA DEL PERSONAL ACADEMICO RIPPPA,,1,1,,1,,1,1,1,,1,,
1,01,54,UNIVERSIDAD TECNOLOGICA DEL NORTE DE AGUASCALIENTES,1,MANUAL DE LINEAMIENTOS DE LA DIRECCION GENERAL DE CAPITAL HUMANO,,1,,1,1,,1,1,1,,,,
1,01,55,INSTITUTO DE SERVICIOS DE SALUD DEL ESTADO DE AGUASCALIENTES,1,REGLAMENTO DE CAPACITACION DE LA SECRETARIA DE SALUD,,,,,,,,,1,,1,,
1,01,56,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,1,MANUAL DE PROCEDIMIENTOS Y MANUAL DE ORGANIZACION,,1,1,,1,,1,1,1,,,,
1,01,57,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE AGUASCALIENTES,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,1,COORDINACION DE GABINETE,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,2,SECRETARIA GENERAL DE GOBIERNO,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,3,OFICIALIA MAYOR DE GOBIERNO,1,CATALOGO GENERAL DE PUESTOS TIPO LINEAMIENTOS PARA LA ELABORACION Y ACTUALIZACION DE PUESTOS ESPECIFICOS DE LA ADMINISTRACION PUBLICA CENTRALIZADA DEL ESTADO DE BAJA CALIFORNIA,,1,1,,1,,,1,1,1,1,,
2,02,4,DIRECCION DE COMUNICACION SOCIAL,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,5,SECRETARIA DE HACIENDA DEL ESTADO,1,REGLAMENTO INTERNO,,,,,,,,,,,,,1
2,02,6,SECRETARIA DE LA HONESTIDAD Y LA FUNCION PUBLICA,1,LEY DEL SERVICIO CIVIL REGLAMENTO INTERNO DE OFICIALIA MAYOR CONDICIONES GENERALES,,1,,,,1,,1,,1,,,
2,02,7,SECRETARIA DE PESCA Y ACUACULTURA,1,REGLAMENTO INTERNO DE LA SECRETARIA DE PESCA Y ACUACULTURA POA 2022,,,,,,,,,1,,,,
2,02,8,SECRETARIA DE INFRAESTRUCTURA DESARROLLO URBANO Y REORDENACION TERRITORIAL,1,LEY DEL SERVICIO CIVIL PARA EL ESTADO DE BAJA CALIFORNIA,,,,,,,,1,1,,,,
2,02,9,SECRETARIA DE ECONOMIA E INNOVACION,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,10,SECRETARIA DE CAMPO Y SEGURIDAD ALIMENTARIA,1,NORMA DE SELECCION RECLUTAMIENTO Y CAPACITACIONES,,,,,1,,,1,1,,,,
2,02,11,SECRETARIA DE TURISMO,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,12,SECRETARIA DE EDUCACION,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,13,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO SUSTENTABLE,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,14,SECRETARIA DE BIENESTAR,1,REGLAMENTO INTERNO,,,,,,,,1,1,,,,
2,02,15,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,16,DIRECCION DEL REGISTRO PUBLICO DE LA PROPIEDAD Y DEL COMERCIO,1,CENTRO DE PROFESIONALIZACION Y DESARROLLO DEL CAPITAL HUMANO,,,,,,,,,1,,,,
2,02,17,SECRETARIA DE CULTURA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,18,SECRETARIA DE INCLUSION SOCIAL E IGUALDAD DE GENERO,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,19,SECRETARIA DE SEGURIDAD CIUDADANA,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,20,SECRETARIA DE SALUD,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,21,SECRETARIA PARA EL MANEJO SANEAMIENTO Y PROTECCION DEL AGUA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,22,CONSEJERIA JURIDICA,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,23,ADMINISTRADORA DE LA VIA CORTA TIJUANA TECATE,1,DECRETO DE CREACION,,,,,,,,1,,1,,,
2,02,24,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE BAJA CALIFORNIA,1,LEY FEDERAL DEL TRABAJO ART 684 DEL PROCEDIMIENTO DE CONCILIACION,,1,,,1,,1,,1,,,,
2,02,25,CENTRO DE JUSTICIA PARA LAS MUJERES,1,LEY QUE CREA EL CENTRO DE JUSTICIA PARA LAS MUJERES DEL ESTADO DE BAJA CALIFORNIA,,,,,,,,1,1,,,,
2,02,26,CENTRO METROPOLITANO DE CONVENCIONES TIJUANA PLAYAS DE ROSARITO TECATE,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,27,COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA,1,DECRETO DE CREACION,,1,,,,,,,1,,,,
2,02,28,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE BAJA CALIFORNIA,1,REGLAS DE OPERACION DE LA FORMACION ACADEMICA,,,,,,,,1,,,1,,
2,02,29,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE BAJA CALIFORNIA,1,DECRETO DE CREACION,,1,,,1,,,1,1,,,,
2,02,30,COMISION DE ARBITRAJE MEDICO DEL ESTADO DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO,1,1,,,1,,,1,1,,,,
2,02,31,COMISION ESTATAL DE ENERGIA DE BAJA CALIFORNIA,1,CENTRO DE PROFESIONALIZACION Y DESARROLLO DEL CAPITAL HUMANO,,,,,,,,1,1,,,,
2,02,32,COMISION ESTATAL DE SERVICIOS PUBLICOS DE ENSENADA,1,PROGRAMA OPERATIVO ANUAL,,1,,1,,1,,1,1,1,,1,
2,02,33,COMISION ESTATAL DE SERVICIOS PUBLICOS DE MEXICALI,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
2,02,34,COMISION ESTATAL DE SERVICIOS PUBLICOS DE TECATE,1,REGLAMENTO INTERNO,,,,,,,,,1,,,,
2,02,35,COMISION ESTATAL DE SERVICIOS PUBLICOS DE TIJUANA,1,DECRETO DE CREACION,,1,1,,1,1,,1,1,,1,,
2,02,36,COMISION ESTATAL DEL AGUA DEL ESTADO DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,37,COMISION ESTATAL DEL SISTEMA PENITENCIARIO,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,38,COMITE DE PLANEACION PARA EL DESARROLLO DEL ESTADO,1,NORMAS INTERNAS,,1,,,1,,,1,1,,1,,
2,02,39,FIDEICOMISO FONDO DE GARANTIAS COMPLEMENTARIAS Y CREDITOS PUENTE,1,MANUAL DE ORGANIZACION,,,,,1,,,,,,,,
2,02,40,FIDEICOMISO PUBLICO DE ADMINISTRACION DE FONDOS E INVERSION DEL TRAMO CARRETERO CENTINELA RUMOROSA,1,REGLAMENTO INTERNO,,,,,1,1,,,1,1,,,
2,02,41,FIDEICOMISO PUBLICO PARA LA PROMOCION TURISTICA DEL ESTADO,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,42,FIDEICOMISO SAN ANTONIO DEL MAR,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,43,INSTITUTO DE CAPACITACION DE ALTA TECNOLOGIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,44,INSTITUTO DE CULTURA DE BAJA CALIFORNIA,1,CAPACITACION,,1,,,,,,,1,,1,,
2,02,45,INSTITUTO DE LA INFRAESTRUCTURA FISICA EDUCATIVA DE BAJA CALIFORNIA,1,MANUAL DE ORGANIZACION,,,,,,,,,1,,,,
2,02,46,INSTITUTO DE LA JUVENTUD DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,47,INSTITUTO DE LA MUJER PARA EL ESTADO DE BAJA CALIFORNIA,1,DIAGNOSTICO DE NECESIDADES DE CAPACITACION,,,,,,,,,1,,,,
2,02,48,INSTITUTO DE MOVILIDAD SUSTENTABLE DEL ESTADO DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO,,,,,,,,1,1,,,,
2,02,49,INSTITUTO DE PSIQUIATRIA DEL ESTADO DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO POA,,,,,1,,,,1,,,,
2,02,50,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL GOBIERNO Y MUNICIPIOS DE BAJA CALIFORNIA,1,NORMA PARA EL RECLUTAMIENTO SELECCION CONTRATACION Y CAPACITACION DE LOS SERVIDORES PUBLICOS,,1,,,1,,,1,1,1,,,
2,02,51,INSTITUTO DE SERVICIOS DE SALUD PUBLICA DEL ESTADO DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,52,INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGOGICOS DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO DEL INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGOGICOS DE BAJA CALIFORNIA,,1,,,1,,,1,1,1,,,
2,02,53,INSTITUTO DEL DEPORTE Y LA CULTURA FISICA DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,54,INSTITUTO PARA EL DESARROLLO INMOBILIARIO Y DE LA VIVIENDA PARA EL ESTADO DE BAJA CALIFORNIA,1,CENTRO DE PROFESIONALIZACION Y DESARROLLO DEL CAPITAL HUMANO,,,,,,,,,1,,,,
2,02,55,JUNTA DE URBANIZACION DEL ESTADO DE BAJA CALIFORNIA,1,DECRETO DE CREACION,,,,,,,,1,1,1,,,
2,02,56,PROMOTORA DEL DESARROLLO URBANO DE TIJUANA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,57,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,58,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO DE DIF BAJA CALIFORNIA,,1,1,,1,1,,1,1,1,,,
2,02,59,UNIDAD DE ESPECIALIDADES MEDICAS DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,60,UNIVERSIDAD INTERCULTURAL DE BAJA CALIFORNIA,3,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,02,61,UNIVERSIDAD POLITECNICA DE BAJA CALIFORNIA,1,REGLAMENTO INTERNO DE UPBC RIPPPA,,,,,,,,,1,,1,,
2,02,62,UNIVERSIDAD TECNOLOGICA DE TIJUANA,1,CONTRATO COLECTIVO DE TRABAJO Y EL REGLAMENTO DE INGRESO PROMOCION Y PERMANENCIA DEL PERSONAL ACADEMICO DE LA UNIVERSIDAD TECNOLOGICA DE TIJUANA,,1,,,,,,,1,,,,
3,03,1,JEFATURA DE LA OFICINA DEL EJECUTIVO,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,2,SECRETARIA GENERAL DE GOBIERNO,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,3,SECRETARIA DE FINANZAS Y ADMINISTRACION,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,4,SECRETARIA DE PLANEACION URBANA INFRAESTRUCTURA MOVILIDAD MEDIO AMBIENTE Y RECURSOS NATURALES,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,5,SECRETARIA DE EDUCACION PUBLICA,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,6,SECRETARIA DE TURISMO Y ECONOMIA,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,7,SECRETARIA DE SALUD,2,NO APLICA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,03,8,SECRETARIA DE PESCA ACUACULTURA Y DESARROLLO AGROPECUARIO,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,9,SECRETARIA DEL TRABAJO BIENESTAR Y DESARROLLO SOCIAL,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,10,PROCURADURIA GENERAL DE JUSTICIA,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,11,CONTRALORIA GENERAL,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,12,SECRETARIA DE SEGURIDAD PUBLICA,9,NO IDENTIFICADO,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS,NSS
3,03,13,COLEGIO DE BACHILLERES DEL ESTADO DE BAJA CALIFORNIA SUR,1,CONTRATO COLECTIVO DE TRABAJO LEY GENERAL DEL SISTEMA PARA LA CARRERA DE LAS Y LOS MAESTROS,,,,1,1,,1,1,1,,,,
3,03,14,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO,1,LEY GENERAL DE LA UNIDAD DEL SISTEMA DE CARRERA DE LAS MAESTRAS Y LOS MAESTROS Y PROYECTO DE REVALORIZACION Y DESARROLLO PROFESIONAL DOCENTE DEL COLEGIO,,1,,,,,1,,1,,,,1
3,03,15,INSTITUTO TECNOLOGICO SUPERIOR DE CIUDAD CONSTITUCION,1,MANUAL ORGANIZACIONAL,,1,1,,1,,1,1,1,,1,,
3,03,16,INSTITUTO TECNOLOGICO SUPERIOR DE LOS CABOS,1,TECNOLOGICO NACIONAL DE MEXICO,,1,,1,1,,1,1,1,,1,,
3,03,17,INSTITUTO TECNOLOGICO SUPERIOR DE MULEGE,1,NORMAS OFICIALES Y REGLAMENTO INTERNO PROGRAMAS DEL TECNOLOGICO NACIONAL DE MEXICO,1,1,1,1,1,1,1,1,1,1,1,1,1
3,03,18,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,1,REGLAMENTO INTERIOR DEL INSTITUTO SUDCALIFORNIANO DE LA INFRAESTRUCTURA FISICA EDUCATIVA MANUALES DE ORGANIZACION PROCEDIMIENTOS DECRETO DE CREACION,1,1,1,1,1,1,1,1,1,1,1,1,1
