entidad_a,enticve1,numeral,nombre1,sexostt,sexos1,sexos2
30,30,12,OFICINA DEL PROGRAMA DE GOBIERNO,79,35,44
30,30,13,SECRETARIA DE SEGURIDAD PUBLICA,13583,9353,4230
30,30,14,SECRETARIA DE TRABAJO PREVISION SOCIAL Y PRODUCTIVIDAD,331,139,192
30,30,15,SECRETARIA DE TURISMO Y CULTURA,194,113,81
30,30,16,SECRETARIA DE PROTECCION CIVIL,229,134,95
30,30,17,SECRETARIA DE MEDIO AMBIENTE,268,163,105
30,30,18,SERVICIOS DE SALUD DE VERACRUZ,28699,10698,18001
30,30,19,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,1166,498,668
30,30,20,COMISION DE ARBITRAJE MEDICO,25,17,8
30,30,21,ACADEMIA VERACRUZANA DE LAS LENGUAS INDIGENAS,28,14,14
30,30,22,INSTITUTO VERACRUZANO DEL DEPORTE,103,52,51
30,30,23,INSTITUTO DE ESPACIOS EDUCATIVOS DEL ESTADO DE VERACRUZ,238,143,95
30,30,24,COLEGIO DE BACHILLERES DEL ESTADO DE VERACRUZ,3445,1601,1844
30,30,25,INSTITUTO TECNOLOGICO SUPERIOR DE MISANTLA,253,144,109
30,30,26,INSTITUTO TECNOLOGICO SUPERIOR DE SAN ANDRES TUXTLA,258,124,134
30,30,27,INSTITUTO TECNOLOGICO SUPERIOR DE TANTOYUCA,184,93,91
30,30,28,INSTITUTO TECNOLOGICO SUPERIOR DE COSAMALOAPAN,151,94,57
30,30,29,INSTITUTO TECNOLOGICO SUPERIOR DE PANUCO,176,93,83
30,30,30,INSTITUTO TECNOLOGICO SUPERIOR DE POZA RICA,300,178,122
30,30,31,INSTITUTO TECNOLOGICO SUPERIOR DE XALAPA,290,153,137
30,30,32,INSTITUTO TECNOLOGICO SUPERIOR DE COATZACOALCOS,312,146,166
30,30,33,INSTITUTO TECNOLOGICO SUPERIOR DE TIERRA BLANCA,231,118,113
30,30,34,INSTITUTO TECNOLOGICO SUPERIOR DE ALAMO,166,76,90
30,30,35,INSTITUTO TECNOLOGICO SUPERIOR DE ACAYUCAN,264,146,118
30,30,36,INSTITUTO TECNOLOGICO SUPERIOR DE LAS CHOAPAS,189,114,75
30,30,37,INSTITUTO TECNOLOGICO SUPERIOR DE HUATUSCO,201,107,94
30,30,38,INSTITUTO TECNOLOGICO SUPERIOR DE ALVARADO,202,112,90
30,30,39,INSTITUTO TECNOLOGICO SUPERIOR DE PEROTE,134,82,52
30,30,40,INSTITUTO TECNOLOGICO SUPERIOR DE ZONGOLICA,242,148,94
30,30,41,INSTITUTO TECNOLOGICO SUPERIOR DE NARANJOS,113,59,54
30,30,42,INSTITUTO TECNOLOGICO SUPERIOR DE CHICONTEPEC,86,52,34
30,30,43,INSTITUTO TECNOLOGICO SUPERIOR DE MARTINEZ DE LA TORRE,116,65,51
30,30,44,INSTITUTO TECNOLOGICO SUPERIOR DE JESUS CARRANZA,145,87,58
30,30,45,INSTITUTO TECNOLOGICO SUPERIOR DE RODRIGUEZ CLARA,98,50,48
30,30,46,INSTITUTO VERACRUZANO DE EDUCACION PARA LOS ADULTOS,331,158,173
30,30,47,COLEGIO NACIONAL DE EDUCACION PROFESIONAL TECNICA,1127,574,553
30,30,48,UNIVERSIDAD TECNOLOGICA DEL SURESTE,235,114,121
30,30,49,UNIVERSIDAD TECNOLOGICA DEL CENTRO,360,184,176
30,30,50,UNIVERSIDAD TECNOLOGICA DE GUTIERREZ ZAMORA,188,99,89
30,30,51,CONSEJO VERACRUZANO DE INVESTIGACION CIENTIFICA Y DESARROLLO TECNOLOGICO,28,12,16
30,30,52,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS,1128,581,547
30,30,53,COLEGIO DE VERACRUZ,130,77,53
30,30,54,UNIVERSIDAD POLITECNICA DE HUATUSCO,156,67,89
30,30,55,UNIVERSIDAD POPULAR AUTONOMA DE VERACRUZ,50,24,26
30,30,56,INSTITUTO VERACRUZANO DE LA VIVIENDA,163,84,79
30,30,57,AGENCIA ESTATAL DE ENERGIA DEL ESTADO DE VERACRUZ,19,10,9
30,30,58,INSTITUTO VERACRUZANO DE LAS MUJERES,76,18,58
30,30,59,INSTITUTO VERACRUZANO DE DESARROLLO MUNICIPAL,22,11,11
30,30,60,COMISION EJECUTIVA PARA LA ATENCION INTEGRAL A VICTIMAS DEL DELITO,115,37,78
30,30,61,CENTRO DE JUSTICIA PARA MUJERES DEL ESTADO DE VERACRUZ,22,1,21
30,30,62,INSTITUTO DE PENSIONES DEL ESTADO,424,199,225
30,30,63,COMISION DEL AGUA DEL ESTADO DE VERACRUZ,2567,1854,713
30,30,64,RADIOTELEVISION DE VERACRUZ,414,292,122
30,30,65,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,47,23,24
30,30,66,INSTITUTO DE LA POLICIA AUXILIAR Y PROTECCION PATRIMONIAL,6671,4794,1877
30,30,67,ACADEMIA REGIONAL DE SEGURIDAD PUBLICA DEL SURESTE,31,15,16
30,30,68,INSTITUTO DE CAPACITACION PARA EL TRABAJO,809,366,443
30,30,69,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE VERACRUZ DE IGNACIO DE LA LLAVE,109,61,48
30,30,70,INSTITUTO VERACRUZANO DE LA CULTURA,297,154,143
30,30,71,PROCURADURIA ESTATAL DE PROTECCION AL MEDIO AMBIENTE,222,120,102
30,30,72,FIDEICOMISO FONDO DEL FUTURO,19,8,11
31,31,1,SECRETARIA DE DESARROLLO RURAL,326,219,107
31,31,2,SECRETARIA DE PESCA Y ACUACULTURA SUSTENTABLES,71,39,32
31,31,3,SECRETARIA DE LA CULTURA Y LAS ARTES,747,429,318
31,31,4,SECRETARIA DE ADMINISTRACION Y FINANZAS,1185,583,602
31,31,5,CONSEJERIA JURIDICA,463,172,291
31,31,6,SECRETARIA DE INVESTIGACION INNOVACION Y EDUCACION SUPERIOR,108,41,67
31,31,7,SECRETARIA DE DESARROLLO SOCIAL,1496,806,690
31,31,8,DESPACHO DEL GOBERNADOR,64,31,33
31,31,9,SECRETARIA DE FOMENTO ECONOMICO Y TRABAJO,253,112,141
31,31,10,SECRETARIA DE EDUCACION,34570,12719,21851
31,31,11,SECRETARIA DE LA CONTRALORIA GENERAL,285,134,151
31,31,12,SECRETARIA GENERAL DE GOBIERNO,1706,813,893
31,31,13,SECRETARIA DE LAS MUJERES,367,76,291
31,31,14,FISCALIA GENERAL DEL ESTADO,1118,516,602
31,31,15,SECRETARIA DE DESARROLLO SUSTENTABLE,139,62,77
31,31,16,SECRETARIA DE SALUD,1,1,0
31,31,17,SECRETARIA DE SEGURIDAD PUBLICA,5398,4411,987
31,31,18,SECRETARIA DE OBRAS PUBLICAS,40,13,27
31,31,19,SECRETARIA DE FOMENTO TURISTICO,139,70,69
31,31,20,FIDEICOMISO GARANTE DE LA ORQUESTA SINFONICA DE YUCATAN,84,56,28
31,31,21,FIDEICOMISO PUBLICO PARA LA ADMINISTRACION DEL PALACIO DE LA MUSICA,19,9,10
31,31,22,INSTITUTO DE INFRAESTRUCTURA CARRETERA DE YUCATAN,588,492,96
31,31,23,SISTEMA TELE YUCATAN S A DE C V,84,52,32
31,31,24,INSTITUTO DEL DEPORTE DEL ESTADO DE YUCATAN,473,307,166
31,31,25,FIDEICOMISO PUBLICO PARA LA ADMINISTRACION DE LA RESERVA TERRITORIAL DE UCU,5,2,3
31,31,26,INSTITUTO DE MOVILIDAD Y DESARROLLO URBANO TERRITORIAL,383,240,143
31,31,27,INSTITUTO DE VIVIENDA DEL ESTADO DE YUCATAN,289,161,128
31,31,28,ADMINISTRACION DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA DEL ESTADO DE YUCATAN,10,2,8
31,31,29,INSTITUTO PARA EL DESARROLLO DE LA CULTURA MAYA DEL ESTADO DE YUCATAN,46,28,18
31,31,30,INSTITUTO PARA LA INCLUSION DE LAS PERSONAS CON DISCAPACIDAD DEL ESTADO DE YUCATAN,15,8,7
31,31,31,JUNTA DE ASISTENCIA PRIVADA DEL ESTADO DE YUCATAN,9,3,6
31,31,32,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA EN YUCATAN,1281,318,963
31,31,33,AGENCIA PARA EL DESARROLLO DE YUCATAN,13,6,7
31,31,34,INSTITUTO PROMOTOR DE FERIAS DE YUCATAN,55,37,18
31,31,35,INSTITUTO YUCATECO DE EMPRENDEDORES,118,49,69
31,31,36,COLEGIO DE BACHILLERES DEL ESTADO DE YUCATAN,2141,1143,998
31,31,37,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE YUCATAN,496,265,231
31,31,38,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE YUCATAN,277,128,149
31,31,39,ESCUELA SUPERIOR DE ARTES DE YUCATAN,247,121,126
31,31,40,INSTITUTO DE EDUCACION PARA ADULTOS DEL ESTADO DE YUCATAN,285,158,127
31,31,41,INSTITUTO TECNOLOGICO SUPERIOR DE MOTUL,121,76,45
31,31,42,INSTITUTO TECNOLOGICO SUPERIOR DE PROGRESO,149,91,58
31,31,43,INSTITUTO TECNOLOGICO SUPERIOR DE VALLADOLID,160,95,65
31,31,44,INSTITUTO TECNOLOGICO SUPERIOR DEL SUR DEL ESTADO DE YUCATAN,149,95,54
31,31,45,UNIVERSIDAD DE ORIENTE,132,79,53
31,31,46,UNIVERSIDAD POLITECNICA DE YUCATAN,61,34,27
31,31,47,UNIVERSIDAD TECNOLOGICA DEL CENTRO,56,27,29
31,31,48,UNIVERSIDAD TECNOLOGICA REGIONAL DEL SUR,124,75,49
31,31,49,UNIVERSIDAD TECNOLOGICA DEL MAYAB,97,77,20
31,31,50,UNIVERSIDAD TECNOLOGICA DEL PONIENTE,51,38,13
31,31,51,UNIVERSIDAD TECNOLOGICA METROPOLITANA,357,192,165
31,31,52,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,28,13,15
31,31,53,SECRETARIA TECNICA DE PLANEACION Y EVALUACION,58,32,26
31,31,54,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,53,16,37
31,31,55,INSTITUTO DE SEGURIDAD SOCIAL DE LOS TRABAJADORES DEL ESTADO DE YUCATAN,402,141,261
31,31,56,CENTRO ESTATAL DE TRASPLANTES DE YUCATAN,4,1,3
31,31,57,HOSPITAL COMUNITARIO DE PETO YUCATAN,164,79,85
31,31,58,HOSPITAL COMUNITARIO DE TICUL YUCATAN,173,87,86
31,31,59,HOSPITAL DE LA AMISTAD COREA MEXICO,215,77,138
31,31,60,HOSPITAL GENERAL DE TEKAX YUCATAN,269,138,131
31,31,61,SERVICIOS DE SALUD DE YUCATAN,8124,3897,4227
31,31,62,INSTITUTO PARA EL DESARROLLO Y CERTIFICACION DE LA INFRAESTRUCTURA FISICA EDUCATIVA Y ELECTRICA DE YUCATAN,167,116,51
31,31,63,INSTITUTO PARA LA CONSTRUCCION Y CONSERVACION DE OBRA PUBLICA EN YUCATAN,188,110,78
31,31,64,JUNTA DE AGUA POTABLE Y ALCANTARILLADO DE YUCATAN,873,624,249
31,31,65,INSTITUTO DE SEGURIDAD JURIDICA PATRIMONIAL DE YUCATAN,334,136,198
31,31,66,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE YUCATAN,83,39,44
31,31,67,FIDEICOMISO PUBLICO PARA EL DESARROLLO DEL TURISMO DE REUNIONES EN YUCATAN,25,15,10
31,31,68,PATRONATO DE LAS UNIDADES DE SERVICIOS CULTURALES Y TURISTICOS DEL ESTADO DE YUCATAN,404,263,141
32,32,1,JEFATURA DE OFICINA DEL C GOBERNADOR,218,128,90
32,32,2,SECRETARIA GENERAL DE GOBIERNO,314,169,145
32,32,3,SECRETARIA DE FINANZAS,883,429,454
32,32,4,SECRETARIA DE SEGURIDAD PUBLICA,2600,1852,748
32,32,5,SECRETARIA DE ADMINISTRACION,341,183,158
32,32,6,SECRETARIA DE LA FUNCION PUBLICA,237,101,136
32,32,7,SECRETARIA DE ECONOMIA,171,73,98
32,32,8,SECRETARIA DE TURISMO,96,39,57
32,32,9,SECRETARIA DE OBRAS PUBLICAS,824,666,158
32,32,10,SECRETARIA DE EDUCACION,26258,11107,15151
32,32,11,SECRETARIA DE DESARROLLO SOCIAL,169,70,99
32,32,12,SECRETARIA DE SALUD,0,0,0
32,32,13,SECRETARIA DE DESARROLLO URBANO VIVIENDA Y ORDENAMIENTO TERRITORIAL,199,111,88
32,32,14,SECRETARIA DEL AGUA Y MEDIO AMBIENTE,204,125,79
32,32,15,SECRETARIA DEL CAMPO,294,218,76
32,32,16,SECRETARIA DE LAS MUJERES,77,18,59
32,32,17,SECRETARIA DEL ZACATECANO MIGRANTE,41,17,24
32,32,18,COORDINACION GENERAL JURIDICA,107,47,60
32,32,19,COORDINACION ESTATAL DE PLANEACION,53,25,28
32,32,20,SISTEMA ESTATAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,680,286,394
32,32,21,CONSEJO ESTATAL DE DESARROLLO ECONOMICO,7,2,5
32,32,22,CONSEJO ZACATECANO DE CIENCIA TECNOLOGIA E INNOVACION,67,34,33
32,32,23,SERVICIOS DE SALUD DE ZACATECAS,8437,3242,5195
32,32,24,INSTITUTO DE LA DEFENSORIA PUBLICA,126,63,63
32,32,25,INSTITUTO DE CULTURA FISICA Y DEPORTE DEL ESTADO DE ZACATECAS,157,102,55
32,32,26,SISTEMA ZACATECANO DE RADIO Y TELEVISION,79,47,32
32,32,27,PATRONATO ESTATAL DE PROMOTORES VOLUNTARIOS,24,3,21
32,32,28,INSTITUTO ZACATECANO DE EDUCACION PARA ADULTOS,140,54,86
32,32,29,INSTITUTO DE CAPACITACION PARA EL TRABAJO,30,14,16
32,32,30,INSTITUTO ZACATECANO DE CULTURA RAMON LOPEZ VELARDE,324,197,127
32,32,31,INSTITUTO ZACATECANO DE CONSTRUCCION DE ESCUELAS,64,36,28
32,32,32,JUNTA DE PROTECCION Y CONSERVACION DE MONUMENTOS Y ZONAS TIPICAS DEL ESTADO DE ZACATECAS,35,15,20
32,32,33,INSTITUTO DE LA JUVENTUD DEL ESTADO DE ZACATECAS,37,17,20
32,32,34,INSTITUTO PARA LA ATENCION E INCLUSION DE LAS PERSONAS CON DISCAPACIDAD,40,15,25
32,32,35,UNIVERSIDAD POLITECNICA DE ZACATECAS,144,69,75
32,32,36,UNIVERSIDAD POLITECNICA DEL SUR DE ZACATECAS,61,42,19
32,32,37,INSTITUTO TECNOLOGICO SUPERIOR DE NOCHISTLAN,77,43,34
32,32,38,INSTITUTO TECNOLOGICO SUPERIOR DE FRESNILLO,180,106,74
32,32,39,INSTITUTO TECNOLOGICO SUPERIOR DE TLALTENANGO,109,58,51
32,32,40,INSTITUTO TECNOLOGICO SUPERIOR DE LORETO,113,61,52
32,32,41,INSTITUTO TECNOLOGICO SUPERIOR DE RIO GRANDE,149,86,63
32,32,42,INSTITUTO TECNOLOGICO SUPERIOR DE JEREZ,86,41,45
32,32,43,INSTITUTO TECNOLOGICO SUPERIOR DE SOMBRERETE,111,53,58
32,32,44,ESCUELA DE CONSERVACION Y RESTAURACION DE ZACATECAS REFUGIO REYES,13,4,9
32,32,45,COLEGIO DE BACHILLERES DEL ESTADO DE ZACATECAS,1277,733,544
32,32,46,COLEGIO DE EDUCACION PROFESIONAL TECNICA DE ZACATECAS,187,105,82
32,32,47,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE ZACATECAS,916,500,416
32,32,48,INSTITUTO DE SELECCION Y CAPACITACION DEL ESTADO DE ZACATECAS,17,9,8
32,32,49,UNIVERSIDAD TECNOLOGICA DEL ESTADO DE ZACATECAS,230,122,108
32,32,50,COMISION ESTATAL DE LA DEFENSA DEL CONTRIBUYENTE,5,1,4
32,32,51,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,11,4,7
32,32,52,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE ZACATECAS,24,11,13
32,32,53,AGENCIA DE ENERGIA DEL ESTADO DE ZACATECAS,4,1,3
32,32,54,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA EL ESTADO DE ZACATECAS,690,356,334
